"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUNG"
60457,"H",5,1104,3,13,1000000,999480,53,1,1,2,1,1,3,3,2,0,190,2,2,3,3,0,0,2,1200,2,1,1,4,0,0,1,1,0,1,1,1,1,0,175000,2,1,8,0,0,0,0,0,1,4,16600,0,4,4,4,1,1,1,3,0,0,0,0,0,101,0,1,0,0,0,0,1,1448,3,0,1,16,0,0,0,0
60545,"H",5,3800,3,13,1000000,999480,67,1,1,2,1,1,3,2,2,0,130,2,2,3,3,1600,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,150000,1,480,3,0,0,0,0,0,1,6,13300,0,4,4,4,1,1,1,7,0,0,0,0,0,35,0,1,0,0,1,1,1,386,0,0,1,22,0,0,0,0
60577,"H",5,2800,3,13,1000000,999480,90,1,1,0,0,1,1,6,0,0,50,1,2,70,1,0,0,0,0,0,0,1,2,2,380,1,1,0,1,1,3,1,0,0,1,1,7,0,0,0,500,83,1,6,7200,0,4,4,4,1,1,1,4,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,48483
60635,"H",5,3200,3,13,1000000,999480,10,2,1,1,0,1,4,2,2,0,40,1,300,400,3,0,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,5000,0,160,4,8,6000,2,0,0,1,3,6000,1,2,4,2,1,1,1,4,0,2,0,0,1,96,0,1,0,1,1,1,1,478,0,0,1,1,0,15,15,6253
60636,"H",5,3600,3,13,1000000,999480,16,2,1,2,1,1,3,2,2,0,220,2,2,3,8,620,0,2,400,2,1,1,7,0,0,1,1,0,1,1,1,1,0,65000,2,2,4,5,73000,4,0,0,1,2,73000,0,4,4,4,1,1,1,6,0,2,0,0,0,12,0,1,0,0,1,1,2,755,3,0,1,22,1,10,10,0
60651,"H",5,1800,3,13,1000000,999480,80,4,1,1,0,1,3,2,2,0,180,2,2,120,1,400,0,1,2000,1,1,1,7,0,0,1,1,0,1,1,1,1,0,450000,3,270,10,1,92500,2,0,0,1,1,92500,0,2,2,2,1,1,1,3,2,4,0,0,2,30,0,1,0,1,0,0,1,2323,3,0,1,52,2,1,1,128433
60749,"H",5,3800,3,13,1000000,999480,58,1,1,3,1,1,3,2,2,0,180,2,2,3,2,320,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,29000,1,2,4,0,0,0,0,0,1,6,15300,0,4,4,4,1,1,1,7,0,0,0,0,0,16,0,1,0,0,1,1,1,207,0,0,0,1,0,0,0,0
60755,"H",5,1600,3,13,1000000,999480,82,1,1,2,1,1,3,2,2,0,160,2,100,3,3,700,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,140000,3,120,8,0,0,0,0,0,3,4,110000,0,4,4,4,1,1,1,4,0,0,0,0,0,4,0,1,0,0,0,0,1,328,0,0,1,23,0,0,0,0
60756,"H",5,2000,3,13,1000000,999480,76,4,1,1,0,1,3,2,2,0,60,2,2,80,1,580,0,1,1400,1,1,1,8,0,0,1,1,200,1,1,1,1,0,2e+05,4,540,8,1,133930,4,0,0,1,1,133930,0,4,4,4,1,1,1,4,0,4,0,0,0,16,0,1,0,0,0,0,1,1785,2,0,1,43,3,1,1,90918
60769,"H",5,800,3,13,1000000,999480,91,4,1,2,1,1,7,2,2,0,200,2,2,120,1,350,0,1,1700,1,1,1,12,0,0,1,1,0,1,1,1,1,0,4e+05,4,500,7,2,386000,2,0,0,1,1,386000,0,2,2,2,1,1,1,4,2,4,0,0,2,6,0,1,0,1,0,0,2,2062,3,0,1,33,1,7,3,60475
60801,"H",5,1502,3,13,1000000,999480,168,2,1,2,1,1,4,2,2,0,150,2,2,3,3,760,0,1,1200,1,1,1,8,0,0,1,1,0,1,1,1,1,0,170000,4,160,8,1,65400,4,0,0,5,1,65400,0,4,4,4,1,1,1,4,0,2,0,0,0,25,0,1,0,0,0,0,2,1363,3,0,1,26,2,2,1,0
60838,"H",5,3700,3,13,1000000,999480,102,6,1,2,1,1,3,2,2,0,120,2,2,3,3,0,0,1,290,1,1,1,9,0,0,1,1,0,1,1,1,1,0,12500,4,2,7,1,65000,3,0,0,1,1,65000,0,3,3,3,1,1,1,5,4,6,0,0,4,8,0,1,0,1,0,0,1,410,3,0,1,16,2,1,1,0
60908,"H",5,4300,3,13,1000000,999480,63,5,1,0,0,1,3,4,0,0,120,2,2,3,2,0,0,0,0,0,0,1,5,0,0,1,1,0,1,1,4,1,0,0,2,2,6,1,71000,2,0,0,1,1,71000,0,3,3,3,1,1,1,3,3,5,0,0,3,0,0,1,0,1,0,0,2,0,0,1,0,0,3,4,1,0
61000,"H",5,4000,3,13,1000000,999480,61,1,1,1,0,1,2,3,2,0,70,2,2,3,3,0,0,0,0,0,0,1,3,2,650,1,1,0,1,1,3,1,0,0,1,260,8,0,0,0,742,29,1,6,31000,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
61116,"H",5,3600,3,13,1000000,999480,75,1,1,3,1,1,3,2,2,0,100,2,2,3,3,600,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,250000,1,2,5,0,0,0,0,0,1,6,9700,0,4,4,4,1,1,1,7,0,0,0,0,0,32,0,1,0,0,1,1,2,258,0,0,0,25,0,0,0,0
61165,"H",5,2100,3,13,1000000,999480,19,4,1,0,0,1,2,4,0,0,110,1,2,3,3,0,0,0,0,0,0,1,4,2,320,1,1,0,1,1,3,1,0,0,1,2,5,2,14000,3,430,37,1,1,14000,0,3,3,3,1,1,1,2,2,4,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,6,3,0
61202,"H",5,1502,3,13,1000000,999480,111,2,1,1,0,1,4,2,2,0,170,2,2,20,3,850,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,250000,1,280,5,4,33230,4,0,0,1,1,33230,0,4,4,4,1,1,1,7,0,2,0,0,0,11,0,1,0,0,2,2,1,313,0,0,1,9,0,9,9,2563
61337,"H",5,1505,3,13,1000000,999480,68,4,1,1,0,1,2,3,2,0,160,2,2,60,1,0,0,0,0,0,0,1,5,2,830,1,1,0,1,1,3,1,0,0,2,600,6,2,67000,2,1100,20,1,1,67000,0,2,2,2,1,1,1,3,2,4,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,2,4,3,52173
61466,"H",5,2300,3,13,1000000,999480,155,5,1,1,0,1,4,2,2,0,170,2,2,3,3,600,0,1,980,1,1,1,7,0,0,1,1,0,1,1,1,1,0,140000,2,700,5,1,102000,2,0,0,1,1,102000,0,2,2,2,1,1,1,4,3,5,0,0,3,14,0,1,0,1,0,0,2,1208,3,0,1,20,2,1,1,0
61491,"H",5,1800,3,13,1000000,999480,51,2,1,2,1,1,3,2,2,0,200,2,2,3,3,500,0,2,1600,1,1,1,7,0,0,1,1,0,1,1,1,1,0,190000,3,480,8,1,104000,4,0,0,1,1,104000,0,4,4,4,1,1,1,3,0,2,0,0,0,22,0,1,0,0,0,0,2,1882,3,0,1,37,2,2,1,0
61528,"H",5,500,3,13,1000000,999480,42,1,1,0,0,1,2,4,0,0,60,2,2,3,3,0,0,0,0,0,0,1,4,2,460,1,1,0,1,1,3,1,0,0,1,1,6,0,0,0,520,28,1,4,22500,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
61551,"H",5,1203,3,13,1000000,999480,76,1,1,1,0,1,3,3,2,200,80,2,2,100,1,0,0,2,1100,1,1,1,6,0,0,1,1,0,1,1,1,1,0,240000,1,80,6,0,0,0,0,0,5,4,60000,0,4,4,4,1,2,1,6,0,0,0,0,0,30,0,1,0,0,0,0,1,1487,3,0,1,32,0,0,0,43255
61666,"H",5,400,3,13,1000000,999480,126,4,1,2,1,1,3,1,2,0,180,2,2000,3,6,400,350,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,20000,4,2,6,1,16400,2,0,0,1,1,16400,0,2,2,2,1,1,1,5,1,4,0,0,1,30,0,1,0,1,0,0,1,409,0,0,0,1,2,7,4,0
61720,"H",5,3800,3,13,1000000,999480,34,3,1,1,0,1,3,1,2,0,80,1,2,3,3,0,0,0,0,0,0,1,4,2,250,1,1,0,1,2,3,1,0,0,1,320,6,7,21700,3,357,20,1,3,21700,0,3,3,3,1,1,1,1,2,3,0,0,2,0,0,1,0,1,0,0,2,0,0,1,0,0,1,14,14,0
61781,"H",5,1103,3,13,1000000,999480,92,1,1,0,0,1,1,9,0,0,80,2,2,80,1,0,0,0,0,0,0,1,3,2,890,1,1,0,1,1,3,1,0,0,1,480,7,0,0,0,1090,33,1,4,40000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,69598
61796,"H",5,2600,3,13,1000000,999480,90,2,1,3,3,1,4,2,2,0,160,2,2,3,3,1600,0,2,4100,2,1,1,11,0,0,1,1,0,1,1,1,1,0,6e+05,2,2,7,1,125000,4,0,0,1,1,125000,0,4,4,4,1,1,1,5,0,2,0,0,0,44,0,1,0,0,0,0,1,4568,3,0,0,33,2,2,1,0
61868,"H",5,500,3,13,1000000,999480,14,1,1,1,0,1,3,2,2,0,170,1,2,140,3,0,0,0,0,0,0,1,8,2,250,1,1,0,1,1,3,1,0,0,1,420,3,0,0,0,595,66,1,6,10900,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,105063
61992,"H",5,1204,3,13,1000000,999480,47,2,1,2,1,1,3,2,2,0,140,2,2,150,3,450,0,1,570,1,1,1,5,0,0,1,1,0,1,1,1,1,0,40700,1,40,4,7,57800,4,0,0,1,3,57800,0,4,4,4,1,1,1,5,0,2,0,0,0,18,0,1,0,0,0,0,1,863,3,0,1,8,2,13,13,3588
61999,"H",5,4300,3,13,1000000,999480,54,3,1,1,0,1,3,2,2,0,110,2,2,3,9,0,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,145000,2,480,7,1,72000,1,0,0,1,1,72000,0,1,1,1,1,1,1,3,1,3,0,0,1,4,0,1,0,1,0,0,1,233,0,0,1,22,2,4,1,0
62044,"H",5,2900,3,13,1000000,999480,59,2,1,1,0,1,3,2,2,0,170,2,2,2,1,0,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,160000,2,2,4,4,59000,4,0,0,1,1,59000,0,4,4,4,1,1,1,7,0,2,0,0,0,6,0,1,0,0,2,2,1,278,0,0,1,25,0,9,9,0
62180,"H",5,400,3,13,1000000,999480,37,1,1,1,0,1,3,2,2,0,120,2,2,3,3,600,0,1,600,1,1,1,5,0,0,1,1,0,1,1,1,1,0,140000,1,20,9,0,0,0,0,0,1,6,23000,0,4,4,4,1,1,1,3,0,0,0,0,0,38,0,1,0,0,1,1,1,722,3,0,1,27,0,0,0,0
62462,"H",5,2100,3,13,1000000,999480,91,1,1,1,0,1,2,2,2,290,150,2,2,90,1,500,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,298000,1,1,8,0,0,0,0,0,1,6,300,0,4,4,4,1,1,1,3,0,0,0,0,0,101,0,1,0,0,1,1,1,739,0,0,1,32,0,0,0,76055
62476,"H",5,2800,3,13,1000000,999480,144,6,1,1,0,1,3,2,2,0,230,1,2,3,3,0,0,0,0,0,0,1,7,2,650,1,1,0,1,1,3,1,0,0,0,60,4,8,0,3,885,0,1,3,0,0,3,3,3,1,1,1,2,5,6,0,0,5,0,0,1,0,1,0,0,1,0,0,1,0,0,0,15,15,0
62562,"H",5,1102,3,13,1000000,999480,56,4,1,1,0,1,3,3,1,0,170,2,2,80,1,0,0,0,0,0,0,1,10,2,1200,1,1,0,1,1,3,1,0,0,3,1100,7,7,222300,2,1542,8,1,3,222300,0,2,2,2,1,1,1,3,1,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,3,14,13,60988
62580,"H",5,1503,3,13,1000000,999480,102,2,1,1,0,1,3,2,2,0,50,2,2,100,1,390,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,120000,2,200,6,2,57900,4,0,0,1,1,57900,0,4,4,4,1,1,1,6,0,2,0,0,0,6,0,1,0,0,2,1,1,300,0,0,1,24,1,6,3,84358
62600,"H",5,2100,3,13,1000000,999480,77,3,1,0,0,1,2,4,0,0,80,1,2,3,3,0,0,0,0,0,0,1,7,2,400,1,1,0,1,1,3,1,0,0,2,1,7,1,8000,1,480,72,1,1,8000,0,1,1,1,1,1,1,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,5,1,0
62609,"H",5,2100,3,13,1000000,999480,33,2,1,2,1,1,2,2,2,0,280,2,2,3,3,800,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,225000,3,900,4,3,35000,4,0,0,1,1,35000,0,4,4,4,1,1,1,7,0,2,0,0,0,18,0,1,0,0,2,2,2,522,0,0,1,24,1,7,7,0
62614,"H",5,1000,3,13,1000000,999480,159,10,1,2,1,1,7,2,2,0,540,2,2,3,3,1000,0,1,3100,1,1,1,14,0,0,1,1,1200,1,1,1,1,0,6e+05,3,2,7,1,69600,3,0,0,1,1,69600,0,3,2,3,1,1,1,5,2,10,0,0,7,83,0,1,0,1,0,0,2,4840,4,0,1,43,3,1,1,0
62752,"H",5,3600,3,13,1000000,999480,39,2,1,1,0,1,3,2,2,0,140,2,100,3,8,530,0,1,980,1,1,1,8,0,0,1,1,0,1,1,1,1,0,155000,4,400,5,3,140000,4,0,0,1,1,140000,0,4,4,4,1,1,1,6,0,2,0,0,0,10,0,1,0,0,1,1,1,1161,3,0,1,13,2,4,7,0
62895,"H",5,1600,3,13,1000000,999480,108,4,1,1,0,1,3,2,2,0,130,2,2,70,1,700,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,120000,3,400,5,6,17000,4,0,0,1,2,59500,0,4,4,4,1,1,1,2,0,2,0,1,0,8,2,1,0,0,0,0,1,374,0,0,1,22,1,12,12,55145
62941,"H",5,2900,3,13,1000000,999480,64,2,1,1,0,1,2,2,2,0,300,2,2,80,1,20,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,3000,1,1,1,8,18800,4,0,0,1,3,18800,0,4,4,4,1,1,1,7,0,2,0,0,0,24,0,1,0,0,1,1,1,382,0,0,1,1,0,15,15,54223
62985,"H",5,1700,3,13,1000000,999480,68,6,1,1,0,1,4,2,2,0,210,2,2,3,3,0,0,0,0,0,0,1,9,2,850,1,1,0,1,1,3,1,0,0,5,380,7,2,143400,1,1092,9,1,1,143400,1,1,4,1,1,1,2,1,0,6,0,0,1,0,0,1,1,1,2,1,2,0,0,1,0,0,3,7,3,0
63222,"H",5,4000,3,13,1000000,999480,27,2,1,1,0,1,3,2,2,0,170,2,2,3,3,500,0,1,600,1,1,1,9,0,0,1,1,200,1,1,1,1,0,85000,3,600,5,3,40900,4,0,0,1,1,40900,0,4,4,4,1,1,1,6,0,2,0,0,0,30,0,1,0,0,0,0,1,1020,1,0,1,18,1,7,7,0
63300,"H",5,500,3,13,1000000,999480,92,1,1,2,1,1,3,2,2,0,140,2,2,70,1,600,0,1,500,1,1,1,6,0,0,1,1,0,1,1,1,1,0,2e+05,2,480,4,0,0,0,0,0,1,4,53000,0,4,4,4,1,1,1,6,0,0,0,0,0,17,0,1,0,0,0,0,1,750,3,0,1,20,0,0,0,40385
63432,"H",5,2100,3,13,1000000,999480,114,2,1,2,1,1,3,2,2,0,260,2,2,3,3,0,0,0,0,0,0,1,7,2,650,1,1,0,1,1,3,1,0,0,3,1,6,0,0,0,910,27,1,7,40000,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
63525,"H",5,1800,3,13,1000000,999480,105,2,1,1,0,1,4,2,2,0,120,2,2,2,3,760,0,1,990,1,1,1,7,0,0,1,1,0,1,1,1,1,0,150000,2,60,8,5,62000,4,0,0,2,2,62000,0,4,4,4,1,1,1,4,0,2,0,0,0,22,0,1,0,0,1,1,1,1115,3,0,1,23,2,10,10,0
63670,"H",5,3100,3,13,1000000,999480,49,2,1,0,0,1,2,4,0,0,80,2,2,3,3,0,0,0,0,0,0,1,4,2,560,1,1,0,1,1,3,1,0,0,1,300,7,4,29000,4,665,28,1,1,29000,0,4,4,4,1,1,1,5,0,2,0,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,9,9,0
63690,"H",5,3800,3,13,1000000,999480,117,4,1,2,1,1,3,2,2,0,340,2,2,3,3,800,0,2,1500,1,1,1,8,0,0,1,1,0,1,1,1,1,0,190000,2,380,7,1,116000,3,0,0,1,1,116000,0,3,3,3,1,1,1,3,2,4,0,0,2,20,0,1,0,1,0,0,1,1939,3,0,1,25,2,1,1,0
63792,"H",5,1501,3,13,1000000,999480,79,2,1,1,0,1,3,2,2,0,60,2,2,170,1,0,0,0,0,0,0,1,6,2,1000,1,1,0,1,1,3,1,0,0,2,280,6,3,63900,4,1253,24,1,1,63900,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,7,7,34441
63909,"H",5,500,3,13,1000000,999480,54,4,1,3,1,1,3,2,2,0,110,2,2,3,3,250,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,60000,1,2,7,2,9600,3,0,0,2,1,9600,0,3,3,3,1,1,1,3,2,4,0,0,2,19,0,1,0,1,0,0,1,148,0,0,0,6,1,6,3,0
64093,"H",5,1101,3,13,1000000,999480,68,2,1,1,0,1,3,2,2,0,90,2,2,130,1,1900,0,1,1800,1,1,1,9,0,0,1,1,200,1,1,1,1,0,290000,2,250,6,2,107740,4,0,0,1,1,107740,0,4,4,4,1,1,1,4,0,2,0,0,0,25,0,1,0,0,0,0,1,2241,1,0,1,46,1,7,3,84358
64144,"H",5,3500,3,13,1000000,999480,199,4,1,3,1,1,3,2,2,0,250,2,2,3,3,0,0,0,0,0,0,1,5,0,0,1,1,0,1,1,4,1,0,0,1,2,11,8,0,1,0,0,1,3,41500,0,1,1,1,1,1,1,1,2,3,0,1,2,0,4,1,0,1,0,0,2,0,0,0,0,0,0,15,15,0
64222,"H",5,1103,3,13,1000000,999480,84,1,1,0,0,1,1,9,0,300,20,2,2,3,3,500,0,2,900,1,1,1,3,0,0,1,1,0,1,1,1,1,0,170000,1,40,9,0,0,0,0,0,3,4,50000,0,4,4,4,1,1,1,1,0,0,0,0,0,30,0,1,0,0,0,0,2,1265,3,0,0,28,0,0,0,0
64237,"H",5,2000,3,13,1000000,999480,54,4,1,1,0,1,3,1,2,0,150,1,2,3,3,400,4800,1,460,2,1,1,6,0,0,1,1,0,1,1,1,1,0,25000,1,1200,7,5,11500,4,0,0,2,2,11500,0,3,4,4,1,2,1,1,0,2,0,1,0,101,0,1,0,1,0,0,2,1110,3,0,0,1,1,11,10,0
64267,"H",5,1900,3,13,1000000,999480,89,4,1,1,0,1,4,2,2,0,110,2,2,110,1,950,0,2,1500,2,1,1,8,0,0,1,1,280,1,1,1,1,0,297000,3,420,7,2,134900,2,0,0,1,1,134900,0,2,2,2,1,1,1,2,2,4,0,0,2,20,0,1,0,1,0,0,1,2199,1,0,1,22,1,3,3,70930
64526,"H",5,2700,3,13,1000000,999480,55,3,1,1,0,1,2,2,2,0,140,2,2,140,3,0,0,0,0,0,0,1,4,2,350,1,1,0,1,1,3,1,0,0,2,350,1,4,20300,4,659,39,1,1,20300,0,4,4,4,1,1,1,3,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,9,9,1948
64551,"H",5,100,3,13,1000000,999480,96,2,1,1,0,1,3,2,2,0,70,2,2,3,3,890,0,1,640,2,1,1,7,0,0,1,1,0,1,1,1,1,0,1e+05,1,110,9,1,45100,4,0,0,1,1,45100,0,4,4,4,1,1,1,3,0,2,0,0,0,20,0,1,0,0,1,0,1,752,3,0,1,9,2,2,2,0
64582,"H",5,3600,3,13,1000000,999480,183,5,1,1,0,1,3,2,2,0,140,1,2,3,3,250,0,1,1200,1,1,1,5,0,0,1,1,0,1,1,1,1,0,215000,4,360,8,1,127000,3,0,0,1,1,127000,1,3,4,3,1,1,2,3,0,5,0,0,2,13,0,1,1,1,2,0,2,1370,3,0,1,4,3,2,1,0
64655,"H",5,2700,3,13,1000000,999480,169,2,1,2,1,1,3,2,2,0,140,2,2,530,1,350,0,1,390,2,1,1,5,0,0,1,1,0,1,1,1,1,0,48000,2,560,4,1,59000,4,0,0,1,1,59000,0,4,4,4,1,1,1,5,0,2,0,0,0,24,0,1,0,0,0,0,2,1168,3,0,1,16,2,2,4,39565
64675,"H",5,700,3,13,1000000,999480,63,6,1,1,0,1,3,2,2,0,120,2,2,230,3,0,0,0,0,0,0,1,7,2,1900,1,1,0,1,1,3,1,0,0,2,2,7,5,40000,3,2250,68,1,2,40000,0,3,1,1,1,1,1,1,3,4,0,1,3,0,0,1,0,1,0,0,1,0,0,1,0,0,1,10,10,100143
64681,"H",5,3800,3,13,1000000,999480,241,4,1,2,1,1,3,2,2,0,160,2,2,3,3,1700,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,350000,2,2,7,2,38000,3,0,0,1,1,38000,0,1,1,1,1,1,1,4,2,4,0,0,2,13,0,1,0,1,0,0,2,402,0,0,1,24,1,3,3,0
64751,"H",5,3800,3,13,1000000,999480,240,4,1,0,0,1,3,5,0,0,190,1,2,3,3,0,0,0,0,0,0,1,5,2,370,1,1,0,1,1,3,1,0,0,1,140,5,8,13100,1,572,52,1,3,13100,1,1,4,1,1,1,2,3,0,4,0,0,2,0,0,1,1,1,0,0,2,0,0,1,0,0,1,15,15,0
64756,"H",5,1204,3,13,1000000,999480,375,2,1,0,0,1,2,7,0,0,200,1,2,3,3,0,0,0,0,0,0,1,4,2,670,2,1,0,1,1,3,2,0,0,0,1,4,2,12000,4,870,87,1,1,12000,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0,1,6,3,0
64818,"H",5,2000,3,13,1000000,999480,63,1,1,0,0,1,2,5,0,0,100,1,2,130,1,0,0,0,0,0,0,1,6,2,650,1,1,0,1,1,3,1,0,0,0,20,6,0,0,0,882,76,1,6,14000,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,123718
64848,"H",5,1502,3,13,1000000,999480,208,1,1,1,0,1,3,2,2,0,60,2,2,3,3,0,0,0,0,0,0,1,6,0,0,1,1,0,1,1,4,1,0,0,1,250,2,0,0,0,0,0,1,6,8000,0,4,4,4,1,1,1,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
64868,"H",5,4100,3,13,1000000,999480,67,3,1,2,1,1,3,2,1,0,400,2,2,3,3,1200,0,2,870,2,1,1,9,0,0,1,1,150,1,1,1,1,0,180000,3,2,8,1,70000,2,0,0,1,1,70000,0,2,2,2,1,1,1,4,1,3,0,0,1,29,0,1,0,1,0,0,1,1687,2,0,0,32,2,4,1,0
64934,"H",5,1402,3,13,1000000,999480,66,1,1,0,0,1,2,8,0,0,130,2,2,3,3,0,0,0,0,0,0,1,3,2,760,1,1,0,1,1,3,1,0,0,2,1,6,0,0,0,890,41,1,4,26000,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
64959,"H",5,3300,3,13,1000000,999480,145,3,1,2,1,1,3,2,1,0,240,2,2,3,3,1200,0,2,500,2,1,1,7,0,0,1,1,0,1,1,1,1,0,1e+05,3,2,4,1,37000,4,0,0,1,1,37000,0,4,4,4,1,1,1,4,0,3,0,0,0,28,0,1,0,0,0,0,2,868,3,0,0,8,3,1,1,0
64971,"H",5,1202,3,13,1000000,999480,119,1,1,0,0,1,1,9,0,160,100,2,2,3,3,280,0,2,1300,1,1,1,4,0,0,1,1,0,1,1,1,1,0,125000,1,20,8,0,0,0,0,0,1,6,70000,0,4,4,4,1,1,1,3,0,0,0,0,0,27,0,1,0,0,0,0,1,1585,3,0,0,35,0,0,0,0
65030,"H",5,1105,3,13,1000000,999480,33,1,1,0,0,1,1,9,0,0,60,1,2,2,3,0,0,0,0,0,0,1,4,2,720,1,1,0,1,1,3,1,0,0,0,30,11,0,0,0,783,101,1,6,9330,0,4,4,4,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
65035,"H",5,300,3,13,1000000,999480,76,3,1,2,1,1,3,2,2,0,300,2,2,3,3,850,0,1,1300,1,1,1,5,0,0,1,1,0,1,1,1,1,0,150000,3,2,4,1,47000,1,0,0,1,1,47000,0,1,1,1,1,1,1,4,1,3,0,0,1,41,0,1,0,1,0,0,1,1600,3,0,1,20,2,1,1,0
65098,"H",5,1600,3,13,1000000,999480,119,6,1,2,1,1,3,2,2,0,160,2,2,3,3,480,0,2,780,2,2,1,7,0,0,1,1,0,1,1,1,1,0,107000,2,270,7,1,73900,2,0,0,1,1,73900,1,2,4,2,1,1,1,1,0,6,0,0,2,16,0,1,0,1,1,1,1,1016,3,0,1,5,2,1,2,0
65114,"H",5,2200,3,13,1000000,999480,112,3,1,3,1,1,4,2,2,0,150,2,2,3,3,500,0,1,1700,1,1,1,7,0,0,1,1,0,1,1,1,1,0,150000,2,2,8,1,55000,2,0,0,1,1,55000,0,2,2,2,1,1,1,4,1,3,0,0,1,40,0,1,0,1,0,0,2,1850,3,0,0,32,2,4,1,0
65123,"H",5,2200,3,13,1000000,999480,7,1,1,2,1,1,3,2,2,0,170,2,1100,3,4,800,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,250000,0,700,2,0,0,0,0,0,1,6,30200,0,4,4,4,1,1,1,7,0,0,0,0,0,18,0,1,0,0,1,1,2,462,0,0,1,20,0,0,0,0
65377,"H",5,2800,3,13,1000000,999480,221,2,1,1,0,1,4,2,2,0,150,2,2,3,3,500,0,1,1100,1,1,1,7,0,0,1,1,0,1,1,1,1,0,185000,1,2,9,7,63000,2,0,0,1,3,63000,0,2,2,2,1,1,1,3,1,2,0,0,1,24,0,1,0,1,0,0,2,1250,3,0,1,24,1,13,13,0
65395,"H",5,1305,3,13,1000000,999480,70,3,1,1,0,1,3,2,2,350,300,1,2,130,1,0,0,2,1300,1,1,1,8,0,0,1,1,0,1,1,1,1,0,191000,4,1200,6,5,10400,1,0,0,1,2,23800,0,1,1,1,1,1,1,3,1,2,0,1,1,101,2,1,0,1,0,0,1,2180,3,0,1,24,1,11,10,106088
65467,"H",5,1202,3,13,1000000,999480,199,3,1,1,0,1,5,2,2,0,180,2,2,3,3,450,0,1,1200,1,1,1,8,0,0,1,1,0,1,1,1,1,0,180000,3,270,6,0,0,0,0,0,1,5,140000,0,4,4,4,1,1,1,5,0,0,0,1,0,12,1,1,0,0,0,0,2,1403,3,0,1,30,0,0,0,0
