"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUNG"
30537,"H",5,2200,3,13,1000000,999480,107,2,1,2,1,1,3,1,2,0,250,2,2,3,3,200,0,2,580,2,1,1,8,0,0,1,1,0,1,1,1,1,0,37500,2,2,5,3,23500,4,0,0,1,1,23500,0,4,4,4,1,1,1,5,0,2,0,0,0,46,0,1,0,0,0,0,1,896,3,0,0,13,1,7,7,0
30547,"H",5,1106,3,13,1000000,999480,70,6,1,1,0,1,3,2,2,0,150,2,2,3,3,550,0,2,650,1,1,1,4,0,0,1,1,0,1,1,1,1,0,115000,3,480,8,6,56120,3,0,0,2,2,56120,1,3,4,3,1,1,2,4,0,6,0,0,2,19,0,1,1,1,1,1,2,886,3,0,1,18,3,12,12,0
30567,"H",5,500,3,13,1000000,999480,74,1,1,2,1,1,3,2,2,0,210,2,2,3,2,0,0,0,0,0,0,1,6,0,0,1,1,0,1,1,4,1,0,0,4,2,4,0,0,0,0,0,1,4,48500,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30576,"H",5,3000,3,13,1000000,999480,86,1,1,0,0,1,1,9,0,0,60,2,2,3,3,0,0,0,0,0,0,1,3,2,740,1,1,0,1,2,3,1,0,0,1,1,8,0,0,0,800,15,1,6,65000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
30579,"H",5,1700,3,13,1000000,999480,44,3,1,2,1,1,4,2,2,0,190,2,2,60,3,0,0,0,0,0,3,1,8,0,0,1,1,0,1,1,2,1,0,25000,3,60,9,1,186000,2,0,0,1,1,186000,0,2,2,2,1,1,1,3,1,3,0,0,1,2,0,1,0,1,0,0,1,330,0,0,1,20,2,1,1,42230
30609,"H",5,2400,3,13,1000000,999480,54,2,1,1,0,1,3,2,2,4,120,2,2,3,3,1700,0,1,1100,1,1,1,5,0,0,1,1,0,1,1,1,1,0,150000,2,420,12,1,80000,4,0,0,1,1,80000,0,4,4,4,1,1,1,2,0,2,0,0,0,19,0,1,0,0,0,0,1,1259,3,0,1,24,2,1,1,0
30616,"H",5,300,3,13,1000000,999480,74,2,1,2,1,1,3,2,2,0,150,2,850,50,3,970,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,4e+05,3,2,7,2,30000,4,0,0,1,1,30000,0,4,4,4,1,1,1,5,0,2,0,0,0,18,0,1,0,0,0,0,1,450,0,0,1,23,1,7,3,21833
30680,"H",5,1305,3,13,1000000,999480,110,2,1,1,0,1,4,2,2,0,2,2,2,90,1,500,0,1,1100,1,1,1,8,0,0,1,1,0,1,1,1,1,0,195000,2,480,7,0,0,0,0,0,2,7,63340,0,4,4,4,1,1,1,5,0,0,0,1,0,23,4,1,0,0,2,2,1,1230,3,0,1,12,0,0,0,69290
30711,"H",5,700,3,13,1000000,999480,93,1,1,3,1,1,2,2,2,0,70,2,2,3,3,0,0,0,0,0,0,1,5,2,350,1,1,0,1,1,3,1,0,0,1,30,1,0,0,0,423,16,1,6,32000,0,4,4,4,1,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30726,"H",5,1101,3,13,1000000,999480,206,2,1,1,0,1,4,2,2,0,140,2,2,160,1,1200,0,1,2600,1,1,1,7,0,0,1,1,0,1,1,1,1,0,325000,2,720,7,1,119000,4,0,0,1,1,119000,0,4,4,4,1,1,1,4,0,2,0,0,0,30,0,1,0,0,0,0,2,2960,3,0,1,34,2,1,1,110598
30764,"H",5,2100,3,13,1000000,999480,91,2,1,3,1,1,3,1,2,0,110,2,150,3,2,0,0,1,300,2,1,1,6,0,0,1,1,570,1,1,1,1,0,120000,2,2,5,2,46900,4,0,0,1,1,46900,0,4,4,4,1,1,1,6,0,2,0,0,0,28,0,1,0,0,0,0,1,1085,2,0,0,23,1,3,3,0
30804,"H",5,1305,3,13,1000000,999480,82,2,1,1,0,1,2,3,2,280,80,2,2,90,1,0,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,225000,2,1,8,4,76900,4,0,0,1,1,76900,0,4,4,4,1,1,1,2,0,2,0,0,0,11,0,1,0,0,2,2,1,718,0,0,1,44,0,9,9,28598
30899,"H",5,1600,3,13,1000000,999480,223,1,1,0,0,1,2,7,0,0,150,2,2,3,3,0,0,0,0,0,0,1,3,2,780,1,1,0,1,1,3,1,0,0,1,2,8,0,0,0,930,0,1,4,0,0,4,4,4,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
30946,"H",5,2000,3,13,1000000,999480,18,3,1,1,0,1,3,2,2,0,170,2,2,60,1,1000,0,1,1200,1,1,1,8,0,0,1,1,220,1,1,1,1,0,170000,3,60,7,1,90200,4,0,0,1,1,90200,0,4,4,4,1,1,1,4,0,3,0,0,0,22,0,1,0,0,0,0,1,1655,2,0,1,34,3,2,2,32903
30982,"H",5,3700,3,13,1000000,999480,126,2,1,0,0,1,3,4,0,0,90,2,2,3,3,0,0,0,0,0,0,1,5,2,700,1,1,0,1,1,3,1,0,0,2,40,7,1,100500,4,793,9,1,1,100500,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,1,0
31007,"H",5,1202,3,13,1000000,999480,90,1,1,0,0,1,1,9,0,0,40,2,2,1,1,0,0,0,0,0,0,1,3,2,680,1,1,0,1,1,3,1,0,0,0,2,5,0,0,0,720,48,1,6,18000,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31023,"H",5,1900,3,13,1000000,999480,49,5,1,1,0,1,4,2,2,0,120,2,2,80,1,400,0,1,900,2,1,1,8,0,0,1,1,0,1,1,1,1,0,215000,3,960,11,1,72000,3,0,0,1,1,72000,0,3,3,3,1,1,1,3,3,5,0,0,3,22,0,1,0,1,0,0,2,1313,3,0,1,28,2,2,1,56375
31098,"H",5,2400,3,13,1000000,999480,76,2,1,1,0,1,3,2,2,0,240,2,420,40,3,450,0,1,1100,1,1,1,7,0,0,1,1,180,1,1,1,1,0,2e+05,2,40,8,1,89500,4,0,0,1,1,89500,0,4,4,4,1,1,1,4,0,2,0,0,0,21,0,1,0,0,0,0,1,1598,2,0,1,32,2,1,1,31570
31123,"H",5,2500,3,13,1000000,999480,70,2,1,2,1,1,2,2,2,0,170,2,2,3,3,500,0,1,530,1,1,1,5,0,0,1,1,0,1,1,1,1,0,140000,2,2,7,3,19300,4,0,0,1,1,19300,0,4,4,4,1,1,1,5,0,2,0,0,0,44,0,1,0,0,2,0,1,700,3,0,1,14,1,7,7,0
31251,"H",5,2600,3,13,1000000,999480,84,2,1,2,1,1,4,2,2,0,190,2,2,3,3,600,0,2,1500,1,1,1,6,0,0,1,1,0,1,1,1,1,0,250000,3,20,9,1,14400,4,0,0,4,1,14400,0,4,4,4,1,1,1,3,0,2,0,0,0,101,0,1,0,0,0,0,1,1742,3,0,1,37,2,1,1,0
31278,"H",5,1102,3,13,1000000,999480,40,3,1,1,0,1,5,2,2,0,180,2,2,60,1,700,0,2,2200,2,1,1,9,0,0,1,1,0,1,1,1,1,0,650000,3,900,12,1,168920,2,0,0,1,1,168920,0,2,2,2,1,1,1,1,1,3,0,0,1,24,0,1,0,1,0,0,1,3323,3,0,1,67,3,2,1,29008
31310,"H",5,1102,3,13,1000000,999480,70,2,1,1,0,1,3,2,2,0,320,2,2,30,3,0,0,0,0,0,0,1,6,2,1200,1,1,0,1,1,3,1,0,0,2,250,3,0,0,0,1571,21,1,7,89000,0,4,4,4,1,1,1,1,0,0,0,1,0,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,0,19168
31356,"H",5,3700,3,13,1000000,999480,82,3,1,1,0,1,3,2,2,0,120,2,2,30,3,1400,0,1,1200,1,1,1,4,0,0,1,1,4,1,1,1,1,0,2e+05,2,30,7,1,40000,2,0,0,1,1,40000,0,2,2,2,1,1,1,3,1,3,0,0,1,41,0,1,0,1,0,0,1,1357,2,0,1,24,2,1,1,24293
31364,"H",5,3700,3,13,1000000,999480,99,2,1,0,0,1,2,7,0,0,110,2,2,3,3,0,0,0,0,0,0,1,5,2,720,1,1,0,1,1,3,1,0,0,1,30,7,0,0,0,833,22,1,5,45000,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31453,"H",5,1700,3,13,1000000,999480,77,2,1,1,0,1,3,2,2,0,100,2,2,60,3,400,0,1,830,1,1,1,6,0,0,1,1,330,1,1,1,1,0,118000,1,380,8,2,85400,4,0,0,1,1,85400,0,4,4,4,1,1,1,4,0,2,0,0,0,19,0,1,0,0,0,0,1,1352,2,0,1,27,1,7,3,9840
31508,"H",5,1502,3,13,1000000,999480,110,6,1,1,0,1,4,2,2,0,300,2,2,3,3,500,0,0,0,0,3,1,11,0,0,1,1,0,1,1,2,1,0,130000,2,400,5,1,43000,3,0,0,2,1,43000,0,3,3,3,1,1,1,3,4,6,0,0,4,14,0,1,0,1,0,0,1,508,0,0,1,28,2,4,1,0
31548,"H",5,2700,3,13,1000000,999480,206,2,1,1,0,1,3,2,2,0,2,2,2,3,3,0,0,0,0,0,0,1,6,0,0,1,1,0,1,1,4,1,0,0,2,320,5,6,52000,4,0,0,1,2,52000,0,4,4,4,1,1,1,1,0,2,0,0,0,0,0,1,0,0,1,1,2,0,0,1,0,0,1,12,12,0
31557,"H",5,2000,3,13,1000000,999480,71,4,1,1,0,1,4,2,2,0,230,2,2,2,1,2900,0,2,2300,2,1,1,11,0,0,1,1,0,1,1,1,1,0,320000,3,360,8,1,130000,2,0,0,1,1,130000,0,2,2,2,1,1,1,4,2,4,0,0,2,28,0,1,0,1,0,0,1,3052,3,0,1,42,2,1,1,0
31615,"H",5,1305,3,13,1000000,999480,185,6,1,1,0,1,7,2,2,0,120,2,2,70,1,0,0,0,0,0,0,1,11,2,1800,1,1,0,1,1,3,1,0,0,2,130,7,7,98000,3,2001,25,1,3,98000,1,3,4,3,1,1,1,1,0,6,0,0,4,0,0,1,0,1,0,0,2,0,0,1,0,0,2,13,13,63448
31638,"H",5,1206,3,13,1000000,999480,67,4,1,1,0,1,4,2,2,0,70,2,50,140,1,800,0,1,1400,1,1,1,10,0,0,1,1,0,1,1,1,1,0,232000,3,400,12,7,95000,4,0,0,1,3,95000,0,4,4,4,1,1,2,1,0,4,0,0,0,21,0,1,1,0,1,1,1,1647,3,0,1,27,3,14,13,116645
31701,"H",5,300,3,13,1000000,999480,180,3,1,2,1,1,3,2,2,0,250,2,1000,3,3,400,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,2e+05,3,480,1,1,67600,2,0,0,1,1,67600,0,2,2,2,1,1,1,5,1,3,0,0,1,7,0,1,0,1,0,0,1,406,0,0,1,1,2,1,1,0
31778,"H",5,1201,3,13,1000000,999480,75,2,1,0,0,1,2,5,0,280,80,2,2,1,3,300,0,1,1000,1,1,1,5,0,0,1,1,0,1,1,1,1,0,130000,2,1,2,2,54000,4,0,0,1,1,54000,0,4,4,4,1,1,1,1,0,2,0,0,0,30,0,1,0,0,0,0,1,1360,3,0,0,39,1,3,3,0
31794,"H",5,300,3,13,1000000,999480,72,2,1,2,1,1,2,2,2,0,130,2,2,130,1,1200,0,2,1200,2,1,1,12,0,0,1,1,0,1,1,1,1,0,3e+05,2,2,4,2,309500,4,0,0,1,1,309500,0,4,4,4,1,1,1,7,0,2,0,0,0,7,0,1,0,0,2,1,1,1768,3,0,1,37,1,3,3,87433
31806,"H",5,4100,3,13,1000000,999480,105,1,1,1,0,1,3,2,2,0,200,2,2,3,3,550,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,70000,2,430,1,0,0,0,0,0,1,4,189000,0,4,4,4,1,1,1,7,0,0,0,0,0,3,0,1,0,0,1,1,2,449,0,0,1,32,0,0,0,0
31983,"H",5,3500,3,13,1000000,999480,111,2,1,0,0,1,2,8,0,0,150,2,2,3,3,0,0,0,0,0,0,1,4,2,780,1,1,0,1,1,3,1,0,0,2,1,9,2,62000,4,930,18,1,1,62000,0,4,4,4,1,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,3,3,0
32014,"H",5,1203,3,13,1000000,999480,93,2,1,1,0,1,3,2,2,0,130,2,2,3,3,450,0,1,1200,1,1,1,5,0,0,1,1,250,1,1,1,1,0,160000,1,70,3,0,0,0,0,0,1,5,64000,0,4,4,4,1,1,1,5,0,0,0,1,0,30,0,1,0,0,0,0,1,1586,1,0,1,28,0,0,0,0
32066,"H",5,3800,3,13,1000000,999480,79,2,1,3,1,1,2,2,1,0,170,2,2,3,3,1500,0,1,1200,1,1,1,7,0,0,1,1,0,1,1,1,1,0,275000,3,2,8,1,105000,4,0,0,1,1,105000,0,4,4,4,1,1,1,4,0,2,0,0,0,16,0,1,0,0,0,0,2,1370,3,0,0,36,2,1,1,0
32091,"H",5,1205,3,13,1000000,999480,51,2,1,1,0,1,3,2,2,0,60,2,2,150,1,1300,0,1,780,1,1,1,6,0,0,1,1,50,1,1,1,1,0,126000,2,550,5,2,94600,4,0,0,1,1,94600,0,4,4,4,1,1,1,6,0,2,0,0,0,14,0,1,0,0,2,1,1,1086,4,0,1,25,1,3,3,109060
32236,"H",5,1800,3,13,1000000,999480,70,3,1,1,0,1,5,2,2,0,130,2,2,150,1,0,0,0,0,0,0,1,12,2,2100,1,1,0,1,1,3,1,0,0,3,1000,8,7,73300,2,2463,21,1,3,143300,0,2,2,2,1,1,1,1,1,2,0,1,1,0,4,1,0,1,0,0,2,0,0,1,0,0,1,13,13,108138
32301,"H",5,1101,3,13,1000000,999480,68,3,1,1,0,1,4,2,2,0,170,2,2,60,1,1000,0,2,730,2,1,1,10,0,0,1,1,120,1,1,1,1,0,435000,2,1000,7,3,51300,4,0,0,1,1,51300,0,4,4,4,1,1,1,5,0,3,0,0,0,38,0,1,0,0,1,0,1,1633,2,0,1,58,1,7,7,44793
32387,"H",5,2400,3,13,1000000,999480,73,1,1,2,1,1,2,2,2,0,190,2,2,3,3,300,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,65000,1,2,3,0,0,0,0,0,1,6,9600,0,4,4,4,1,1,1,7,0,0,0,0,0,35,0,1,0,0,1,1,1,282,0,0,1,18,0,0,0,0
32451,"H",5,3900,3,13,1000000,999480,60,4,1,1,0,1,3,2,2,0,160,1,2,3,3,360,0,1,600,1,1,1,5,0,0,1,1,0,1,1,1,1,0,75000,1,60,4,8,12600,2,0,0,1,3,12600,1,2,4,2,1,1,1,4,0,4,1,0,3,73,0,1,0,1,0,0,1,765,3,0,1,13,0,15,15,0
32488,"H",5,3200,3,13,1000000,999480,127,1,1,1,0,1,2,2,2,0,100,1,2,3,3,0,0,0,0,0,0,1,4,0,0,1,1,0,1,2,4,1,0,0,1,2,2,0,0,0,0,0,1,4,22000,0,4,4,4,1,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0
32517,"H",5,3300,3,13,1000000,999480,42,2,1,1,0,1,3,2,2,0,200,2,2,100,1,1200,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,176000,2,460,6,3,31804,4,0,0,1,1,31804,0,4,4,4,1,1,1,6,0,2,0,0,0,21,0,1,0,0,2,0,1,555,0,0,1,26,2,5,7,62320
32618,"H",5,3700,3,13,1000000,999480,242,2,1,1,0,1,3,2,2,0,270,2,2,3,3,1100,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,120000,2,550,5,2,24000,4,0,0,1,1,24000,0,4,4,4,1,1,1,7,0,2,0,0,0,31,0,1,0,0,1,0,2,616,0,0,1,37,1,6,3,0
32626,"H",5,1303,3,13,1000000,999480,85,1,1,1,0,1,4,3,2,380,100,2,2,100,1,1000,0,2,2700,1,1,1,9,0,0,1,1,0,1,1,1,1,0,460000,2,1,6,0,0,0,0,0,1,4,201000,0,4,4,4,1,1,1,2,0,0,0,0,0,20,0,1,0,0,0,0,1,3363,3,0,1,62,0,0,0,85895
32848,"H",5,1505,3,13,1000000,999480,58,4,1,0,0,1,2,7,0,0,100,2,2,3,3,0,0,0,0,0,0,1,3,2,1000,1,1,0,1,1,3,1,0,0,1,600,7,3,32500,2,1150,42,4,1,32500,0,2,2,2,1,1,1,3,2,4,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,6,7,0
32915,"H",5,300,3,13,1000000,999480,88,2,1,2,1,1,3,2,2,0,260,2,2,3,3,700,0,0,0,0,3,1,7,0,0,1,1,0,1,1,2,1,0,2e+05,2,2,7,4,14300,4,0,0,1,1,14300,0,4,4,4,1,1,1,5,0,2,0,0,0,34,0,1,0,0,2,2,1,401,0,0,1,22,0,9,9,0
32951,"H",5,1305,3,13,1000000,999480,85,2,1,1,0,1,4,2,2,0,120,2,2,80,1,500,0,1,1400,1,1,1,8,0,0,1,1,0,1,1,1,1,0,180000,3,30,7,0,0,0,0,0,1,7,71000,0,4,4,4,1,1,1,4,0,0,0,1,0,27,4,1,0,0,0,0,1,1603,3,0,1,25,0,0,0,70623
32985,"H",5,2200,3,13,1000000,999480,175,2,1,1,0,1,2,2,2,0,130,2,2,3,3,500,0,0,0,0,3,1,5,0,0,1,1,0,1,1,2,1,0,1e+05,2,600,5,4,12000,4,0,0,1,1,12000,0,4,4,4,1,1,1,6,0,2,0,0,0,31,0,1,0,0,1,0,2,305,0,0,1,22,0,9,9,0
33032,"H",5,400,3,13,1000000,999480,71,4,1,2,1,1,3,2,2,0,220,2,2,3,3,600,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,2e+05,5,500,6,1,138000,4,0,0,1,1,138000,0,4,4,4,1,1,1,5,0,4,0,0,0,5,0,1,0,0,0,0,1,529,0,0,1,38,3,1,1,0
33217,"H",5,1201,3,13,1000000,999480,93,1,1,0,0,1,2,6,0,0,50,1,2,110,1,0,0,0,0,0,0,1,4,0,0,1,1,0,1,1,4,1,0,0,0,300,4,0,0,0,0,0,1,4,8100,0,4,4,4,1,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,72878
33342,"H",5,1700,3,13,1000000,999480,62,4,1,1,0,1,4,2,2,0,250,2,2,10,3,800,0,1,2100,1,1,1,9,0,0,1,1,0,1,1,1,1,0,3e+05,2,720,12,2,120000,2,0,0,1,1,120000,0,2,2,2,1,1,1,1,2,4,0,0,2,24,0,1,0,1,0,0,1,2420,3,0,1,50,1,3,3,7688
33489,"H",5,3600,3,13,1000000,999480,162,1,1,1,0,1,1,2,2,0,260,2,2,3,3,900,0,2,400,2,1,1,2,0,0,1,1,0,1,1,1,1,0,98000,2,2,5,0,0,0,0,0,1,4,127600,0,4,4,4,1,1,1,5,0,0,0,0,0,7,0,1,0,0,1,1,2,777,3,0,1,12,0,0,0,0
33669,"H",5,400,3,13,1000000,999480,68,6,1,2,1,1,3,2,2,0,330,2,150,40,3,2500,0,1,4200,1,1,1,8,0,0,1,1,0,1,1,1,1,0,8e+05,3,1000,9,1,113100,3,0,0,1,1,113100,0,3,3,3,1,1,1,3,4,6,0,0,4,50,0,1,0,1,0,0,1,4666,3,0,1,64,2,2,1,31570
33725,"H",5,1502,3,13,1000000,999480,89,4,1,1,0,1,4,2,2,0,230,2,2,20,3,880,0,1,1300,1,1,1,9,0,0,1,1,0,1,1,1,1,0,220000,4,540,7,1,71300,4,0,0,1,1,71300,0,4,4,4,1,1,1,5,0,4,0,0,0,27,0,1,0,0,0,0,1,1595,3,0,1,36,3,4,1,15683
33754,"H",5,1305,3,13,1000000,999480,160,3,1,1,0,1,7,2,2,0,300,2,2,3,3,500,0,1,1300,1,1,1,10,0,0,1,1,0,1,1,1,1,0,204000,2,600,12,1,84000,2,0,0,1,1,84000,0,1,1,1,1,1,1,1,1,3,0,0,1,24,0,1,0,1,0,0,2,1650,3,0,1,24,2,1,1,0
33859,"H",5,4100,3,13,1000000,999480,60,3,1,1,0,1,3,1,2,0,300,1,2,3,3,310,0,1,820,1,1,1,6,0,0,1,1,0,1,1,1,1,0,26900,1,480,8,7,43000,2,0,0,1,3,43000,0,2,2,2,1,1,1,4,2,3,0,0,2,32,0,1,0,1,0,0,2,1160,3,0,0,10,1,13,13,0
33996,"H",5,300,3,13,1000000,999480,55,1,1,3,1,1,2,2,2,0,140,2,2,3,3,500,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,150000,1,380,5,0,0,0,0,0,1,6,26100,0,4,4,4,1,1,1,6,0,0,0,0,0,10,0,1,0,0,1,1,1,215,0,0,0,2,0,0,0,0
34046,"H",5,1900,3,13,1000000,999480,73,2,1,2,1,1,3,2,2,0,100,2,2,80,3,0,0,2,640,1,1,1,5,0,0,1,1,150,1,1,1,1,0,126000,2,20,6,0,0,0,0,0,1,7,70000,0,4,4,4,1,1,1,6,0,0,0,1,0,17,3,1,0,0,2,0,1,972,2,0,1,23,0,0,0,52070
34187,"H",5,3200,3,13,1000000,999480,11,2,1,2,1,1,3,2,2,0,140,2,2,3,3,960,0,2,300,2,1,1,6,0,0,1,1,0,1,1,1,1,0,85000,4,2,6,1,145000,4,0,0,1,1,145000,0,4,4,4,1,1,1,6,0,2,0,0,0,5,0,1,0,0,0,0,1,599,3,0,1,21,2,1,1,0
34213,"H",5,1700,3,13,1000000,999480,50,2,1,2,1,1,3,2,2,0,90,2,2,110,1,820,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,135000,2,240,8,4,36100,4,0,0,1,1,36100,0,4,4,4,1,1,1,3,0,2,0,0,0,11,0,1,0,0,2,2,1,334,0,0,1,13,0,9,9,93378
34244,"H",5,1103,3,13,1000000,999480,146,2,1,0,0,1,5,5,0,0,40,2,2,90,1,0,0,0,0,0,0,1,13,2,1300,1,1,0,1,1,3,1,0,0,5,2,1,0,0,0,1430,18,1,5,94650,0,4,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,64883
34293,"H",5,3800,3,13,1000000,999480,53,4,1,2,1,1,4,2,2,0,370,1,2,3,3,800,0,2,1100,2,1,1,11,0,0,1,1,360,1,1,1,1,0,170000,4,2,1,1,114400,4,0,0,1,1,119400,0,4,4,4,1,1,1,5,0,2,0,1,0,20,0,1,0,0,0,0,1,2039,2,0,1,29,2,1,1,0
34333,"H",5,800,3,13,1000000,999480,66,5,1,1,0,1,4,2,2,0,310,2,2,70,1,3300,0,2,2400,2,1,1,8,0,0,1,1,800,1,1,1,1,0,8e+05,2,1000,8,2,156000,2,0,0,1,1,156000,0,2,2,2,1,1,1,3,3,5,0,0,3,35,0,1,0,1,0,0,1,4534,2,0,1,65,1,3,3,60475
34368,"H",5,700,3,13,1000000,999480,337,3,1,0,0,1,2,7,0,0,180,2,2,3,3,0,0,0,0,0,0,1,3,2,760,1,1,0,1,1,3,1,0,0,2,1000,8,2,28000,1,1023,44,1,1,28000,0,1,1,1,1,1,1,2,1,3,0,0,1,0,0,1,0,1,0,0,2,0,0,1,0,0,1,7,3,0
34394,"H",5,2100,3,13,1000000,999480,26,2,1,1,0,1,2,2,2,0,60,2,2,140,1,600,0,0,0,0,3,1,6,0,0,1,1,0,1,1,2,1,0,1e+05,3,120,6,4,59000,4,0,0,1,1,59000,0,4,4,4,1,1,1,5,0,2,0,0,0,6,0,1,0,0,2,2,1,302,0,0,1,12,0,9,9,43460
34426,"H",5,3400,3,13,1000000,999480,48,3,1,1,0,1,3,3,2,0,100,1,2,3,3,0,0,0,0,0,0,1,10,2,470,1,1,0,1,1,3,1,0,0,1,1,12,2,23200,2,570,29,1,1,23200,0,1,1,1,1,1,1,1,1,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,2,5,3,0
34530,"H",5,1502,3,13,1000000,999480,98,5,1,1,0,1,7,2,2,0,120,2,2,60,1,800,0,1,2100,1,1,1,17,0,0,1,1,0,1,1,1,1,0,405000,2,520,7,1,125000,3,0,0,1,1,125000,0,3,3,3,1,1,1,4,3,5,0,0,3,22,0,1,0,1,0,0,1,2323,3,0,1,54,2,1,1,60783
34586,"H",5,1201,3,13,1000000,999480,107,1,1,1,0,1,4,2,2,0,120,2,2,90,1,1100,0,2,1700,2,1,1,9,0,0,1,1,700,1,1,1,1,0,385000,1,360,4,0,0,0,0,0,3,6,189500,0,4,4,4,1,1,1,7,0,0,0,0,0,19,0,1,0,0,1,0,1,2982,2,0,1,42,0,0,0,72673
34592,"H",5,300,3,13,1000000,999480,58,4,1,1,0,1,3,1,2,0,200,1,2,3,3,0,0,0,0,0,3,1,4,0,0,1,1,0,1,1,2,1,0,12000,3,2,7,3,37000,1,0,0,1,1,37000,1,1,4,1,1,1,2,5,0,4,0,0,1,7,0,1,1,1,1,0,1,215,0,0,0,5,2,6,7,0
34602,"H",5,1107,3,13,1000000,999480,170,4,1,1,0,1,4,2,2,0,130,2,2,120,1,1100,0,1,2100,2,1,1,8,0,0,1,1,0,1,1,1,1,0,3e+05,3,600,9,1,134000,4,0,0,1,1,134000,0,4,4,4,1,1,1,3,0,4,0,0,0,24,0,1,0,0,0,0,2,2733,3,0,1,52,3,1,1,83025
34701,"H",5,2500,3,13,1000000,999480,58,2,1,2,1,1,3,1,2,0,240,2,2,3,3,400,200,1,400,2,1,1,5,0,0,1,1,0,1,1,1,1,0,89000,1,2,8,1,34400,4,0,0,1,1,34400,0,4,4,4,1,1,1,4,0,2,0,0,0,23,0,1,0,0,0,0,2,657,3,0,0,1,2,4,1,0
34726,"H",5,3000,3,13,1000000,999480,59,3,1,1,0,1,3,2,2,0,200,2,2,40,3,1000,0,1,830,1,1,1,8,0,0,1,1,0,1,1,1,1,0,110000,2,1000,7,1,40004,1,0,0,1,1,40004,0,1,1,1,1,1,1,2,1,3,0,0,1,35,0,1,0,1,0,0,1,1153,3,0,1,22,2,2,1,31570
34741,"H",5,100,3,13,1000000,999480,56,1,1,2,1,1,3,2,2,0,540,2,2,3,3,1400,0,2,2000,2,1,1,5,0,0,1,1,80,1,1,1,1,0,230000,2,200,6,0,0,0,0,0,1,6,49000,0,4,4,4,1,1,1,6,0,0,0,0,0,71,0,1,0,0,0,0,1,2887,2,0,1,28,0,0,0,0
34835,"H",5,1107,3,13,1000000,999480,72,2,1,1,0,1,3,2,2,0,150,2,2,100,1,1300,0,1,1000,1,1,1,7,0,0,1,1,580,1,1,1,1,0,165000,3,780,4,1,98000,4,0,0,1,1,98000,0,4,4,4,1,1,1,6,0,2,0,0,0,23,0,1,0,0,0,0,2,1895,1,0,1,24,2,1,1,65908
34878,"H",5,3500,3,13,1000000,999480,198,2,1,1,0,1,3,2,2,0,150,2,2,3,3,700,0,1,1200,1,1,1,6,0,0,1,1,0,1,1,1,1,0,245000,2,1000,8,0,0,0,0,0,1,7,84000,0,4,4,4,1,1,1,2,0,0,0,1,0,20,4,1,0,0,0,0,2,1433,3,0,1,20,0,0,0,0
