"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
5637,"H",5,2100,3,13,1000000,999480,138,5,1,1,NA,1,3,2,2,NA,200,2,2,200,1,1200,NA,1,1000,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,136000,1,1000,7,7,75700,2,NA,NA,1,3,102700,1,2,4,2,1,1,2,1,0,4,0,1,1,17,0,1,1,1,0,0,2,1483,3,0,1,41,3,13,13,73027
5662,"H",5,2600,3,13,1000000,999480,47,1,1,2,1,1,2,1,2,NA,60,2,2,3,3,0,0,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,25000,1,360,8,NA,NA,NA,NA,NA,1,4,22200,0,4,4,4,1,1,1,4,0,NA,0,0,0,5,0,1,0,0,1,1,1,92,NA,0,0,2,NA,NA,NA,17913
5725,"H",5,3300,3,13,1000000,999480,22,3,1,2,1,1,3,2,2,NA,170,2,2,3,3,280,NA,2,460,1,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,150000,4,540,1,1,60000,4,NA,NA,1,1,60000,0,4,4,4,1,1,1,3,0,3,0,0,0,14,0,1,0,0,0,0,1,698,3,0,1,1,3,1,1,62788
5795,"H",5,1206,3,13,1000000,999480,90,2,1,1,NA,1,3,3,2,NA,120,2,2,50,1,780,NA,1,870,1,1,1,7,NA,NA,1,1,350,1,1,1,1,NA,120000,3,400,6,1,108000,4,NA,NA,1,1,108000,0,4,4,4,1,1,1,5,0,2,0,0,0,16,0,1,0,0,1,0,1,1423,2,0,1,24,2,1,1,49392
5803,"H",5,2300,3,13,1000000,999480,212,3,1,1,NA,1,3,2,2,NA,180,2,2,40,1,NA,NA,NA,NA,NA,NA,1,7,2,850,1,1,NA,1,1,3,1,NA,NA,1,680,3,7,55000,2,1127,25,1,3,55000,0,2,2,2,1,1,1,1,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,93216
5816,"H",5,1503,3,13,1000000,999480,268,2,1,1,NA,1,2,2,2,NA,50,2,2,80,1,650,NA,1,1200,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,159000,2,100,5,1,104800,4,NA,NA,1,1,104800,0,4,4,4,1,1,1,4,0,2,0,0,0,15,0,1,0,0,0,0,2,1338,3,0,1,33,2,1,1,12795
5818,"H",5,3800,3,13,1000000,999480,127,1,1,2,1,1,3,1,2,NA,70,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,350,1,1,NA,1,1,3,1,NA,NA,0,40,5,NA,NA,NA,423,17,1,4,30000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,20939
5847,"H",5,3200,3,13,1000000,999480,78,2,1,3,6,1,3,2,2,NA,120,2,2,30,2,750,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,75000,2,2,3,4,24600,4,NA,NA,1,1,24600,0,4,4,4,1,1,1,7,0,2,0,0,0,11,0,1,0,0,2,2,1,230,NA,0,0,6,0,9,9,44339
5865,"H",5,2300,3,13,1000000,999480,35,2,1,1,NA,1,4,2,2,NA,50,2,2,30,3,500,NA,2,1300,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,199000,1,720,12,1,30000,4,NA,NA,4,1,30000,0,4,4,4,1,2,1,2,0,2,0,0,0,59,0,1,0,0,0,0,1,1482,3,0,1,32,2,1,1,14047
5910,"H",5,1900,3,13,1000000,999480,56,2,1,2,1,1,3,2,2,NA,200,2,2,3,3,0,NA,2,600,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,350000,2,40,9,4,2800,4,NA,NA,1,1,2800,0,4,4,4,1,1,1,3,0,2,0,0,0,101,0,1,0,0,2,0,1,853,3,0,1,14,0,9,9,69980
5967,"H",5,300,3,13,1000000,999480,109,2,1,2,1,1,3,2,2,NA,90,2,2,3,3,700,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,120000,2,180,7,2,29350,4,NA,NA,1,1,29350,0,4,4,4,1,1,1,5,0,2,0,0,0,8,0,1,0,0,2,2,1,203,NA,0,1,11,1,6,3,45352
6184,"H",5,1000,3,13,1000000,999480,27,4,1,2,1,1,4,2,2,NA,100,2,2,200,2,600,NA,1,1300,1,1,1,6,NA,NA,1,1,200,1,1,1,1,NA,320000,2,240,1,1,102000,3,NA,NA,1,1,102000,0,1,1,1,1,1,1,4,2,4,0,0,2,21,0,1,0,1,0,0,2,1820,2,0,1,42,2,4,1,36717
6229,"H",5,1900,3,13,1000000,999480,58,3,1,1,NA,1,5,2,2,NA,70,2,2,130,1,1200,NA,1,2400,1,1,1,10,NA,NA,1,1,380,1,1,1,1,NA,360000,2,1000,9,1,120000,2,NA,NA,1,1,120000,0,1,1,1,1,1,1,3,1,3,0,0,1,31,0,1,0,1,0,0,1,3063,2,0,1,42,2,2,1,28572
6282,"H",5,300,3,13,1000000,999480,46,3,1,1,NA,1,3,2,2,NA,200,2,2,3,3,800,NA,1,760,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,150000,2,30,7,3,12800,2,NA,NA,1,1,12800,0,2,2,2,1,1,1,5,1,3,0,0,1,90,0,1,0,1,1,0,1,963,3,0,1,18,1,9,8,81195
6416,"H",5,1503,3,13,1000000,999480,60,3,1,1,NA,1,4,2,2,NA,250,2,2,300,1,300,NA,1,1200,1,1,1,8,NA,NA,1,1,100,1,1,1,1,NA,170000,2,40,8,1,98000,2,NA,NA,1,1,98000,0,2,2,2,1,1,1,3,1,3,0,0,1,23,0,1,0,1,0,0,1,1853,1,0,1,24,2,1,1,77770
6440,"H",5,2600,3,13,1000000,999480,37,1,1,1,NA,1,3,2,2,NA,180,1,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,450,1,1,NA,1,1,3,1,NA,NA,1,40,12,NA,NA,NA,633,93,1,6,8210,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,49952
6506,"H",5,2400,3,13,1000000,999480,78,2,1,2,1,1,3,2,2,NA,300,2,2,3,3,80,NA,1,1200,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,250000,5,2,7,1,95800,4,NA,NA,3,1,95800,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,0,0,1,0,2,1500,3,0,1,24,2,1,1,97443
6528,"H",5,2800,3,13,1000000,999480,142,2,1,NA,NA,1,1,8,NA,NA,40,2,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,640,1,1,NA,1,1,3,1,NA,NA,2,360,7,1,55300,4,710,15,1,1,55300,0,4,4,4,1,1,1,3,0,2,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,2,4,4,14562
6560,"H",5,1101,3,13,1000000,999480,83,5,1,1,NA,1,4,2,2,NA,150,2,2,40,1,900,NA,1,2200,1,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,500000,2,1200,7,2,109000,2,NA,NA,1,1,109000,0,3,3,3,1,1,1,3,3,5,0,0,3,27,0,1,0,1,0,0,2,2490,3,0,1,52,2,4,3,77057
6566,"H",5,1206,3,13,1000000,999480,196,2,1,2,1,1,2,2,2,NA,130,2,2,40,1,400,NA,2,680,2,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,100000,2,300,8,1,33500,4,NA,NA,1,1,33500,0,4,4,4,1,1,1,4,0,2,0,0,0,37,0,1,0,0,0,0,2,1025,3,0,1,26,2,2,1,61494
6585,"H",5,200,3,13,1000000,999480,58,3,1,2,1,1,3,2,2,NA,140,2,2,70,2,880,NA,1,1300,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,190000,2,2,7,1,83000,2,NA,NA,1,1,83000,0,2,2,2,1,1,1,5,1,3,0,0,1,22,0,1,0,1,0,0,2,1510,3,0,1,24,2,4,1,45236
6608,"H",5,1201,3,13,1000000,999480,100,1,1,1,NA,1,4,2,2,NA,170,2,2,90,3,1600,NA,2,880,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,600000,1,410,1,NA,NA,NA,NA,NA,1,6,56600,0,4,4,4,1,1,1,4,0,NA,0,0,0,42,0,1,0,0,0,0,1,1976,3,0,1,66,NA,NA,NA,88067
6692,"H",5,2000,3,13,1000000,999480,241,3,1,2,1,1,3,2,2,NA,200,2,2,120,1,NA,NA,NA,NA,NA,NA,1,5,2,400,1,1,NA,1,1,3,1,NA,NA,2,480,1,5,39000,2,760,11,1,2,81000,0,2,2,2,1,1,1,6,1,2,0,1,1,NA,2,1,0,1,0,0,2,NA,NA,1,0,NA,1,10,10,76886
6753,"H",5,1107,3,13,1000000,999480,82,2,1,NA,NA,1,2,5,NA,290,130,2,2,1,3,0,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,61000,2,1,6,2,30060,4,NA,NA,1,1,30060,0,4,4,4,1,1,1,4,0,2,0,0,0,17,0,1,0,0,2,1,2,420,NA,0,0,1,1,8,3,42493
6764,"H",5,2800,3,13,1000000,999480,17,2,1,1,NA,1,2,1,2,NA,80,2,2,120,3,NA,NA,NA,NA,NA,NA,1,4,NA,NA,1,1,NA,1,1,4,1,NA,NA,0,230,7,8,2600,4,NA,NA,1,3,2600,0,4,4,4,1,1,1,5,0,2,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,0,15,15,46857
6768,"H",5,1600,3,13,1000000,999480,79,1,1,1,NA,1,3,2,2,NA,140,2,2,190,1,600,NA,2,1000,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,171000,1,530,9,NA,NA,NA,NA,NA,1,4,31000,0,4,4,4,1,1,1,3,0,NA,0,0,0,55,0,1,0,0,1,0,1,1424,3,0,1,28,NA,NA,NA,68069
6841,"H",5,1600,3,13,1000000,999480,23,3,1,2,1,1,4,2,2,NA,250,2,2,300,1,0,NA,1,180,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,175000,3,660,5,4,31300,4,NA,NA,1,1,31300,0,4,4,4,1,1,1,7,0,3,0,0,0,38,0,1,0,0,1,0,2,993,3,0,1,37,1,9,9,97860
6843,"H",5,4100,3,13,1000000,999480,96,1,1,3,1,1,3,2,2,NA,170,2,2,3,3,0,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,49500,2,20,2,NA,NA,NA,NA,NA,1,6,20800,0,4,4,4,1,1,1,6,0,NA,0,0,0,12,0,1,0,0,1,1,1,211,NA,0,0,11,NA,NA,NA,61890
6877,"H",5,1101,3,13,1000000,999480,67,1,1,1,NA,1,4,2,2,NA,90,2,2,120,1,650,NA,1,1400,1,1,1,9,NA,NA,1,1,180,1,1,1,1,NA,275000,1,50,7,NA,NA,NA,NA,NA,1,6,50000,0,4,4,4,1,1,1,5,0,NA,0,0,0,43,0,1,0,0,0,0,1,1794,2,0,1,43,NA,NA,NA,29920
6897,"H",5,1600,3,13,1000000,999480,212,3,1,1,NA,1,3,2,2,NA,90,2,2,100,1,300,NA,1,1100,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,170000,1,360,8,7,60800,2,NA,NA,3,3,60800,0,2,2,2,1,1,1,4,1,2,0,1,1,26,0,1,0,1,0,0,2,1320,3,0,1,25,1,13,13,27525
7011,"H",5,2800,3,13,1000000,999480,67,2,1,1,NA,1,3,2,2,NA,220,2,2,3,3,500,NA,1,810,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,100000,3,40,5,8,64900,4,NA,NA,1,3,64900,0,4,4,4,1,1,1,5,0,2,0,0,0,19,0,1,0,0,0,0,1,1033,3,0,1,17,1,15,15,71471
7025,"H",5,1600,3,13,1000000,999480,172,3,1,1,NA,1,3,2,2,NA,130,2,2,40,1,440,NA,1,1200,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,150000,1,450,6,8,13200,2,NA,NA,1,3,13200,0,2,2,2,1,1,1,3,2,3,0,0,2,101,0,1,0,1,0,0,2,1408,3,0,1,18,0,15,15,44462
7115,"H",5,800,3,13,1000000,999480,88,3,1,1,NA,1,4,2,2,90,100,2,2,40,1,400,NA,2,720,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,252000,2,600,10,8,80200,2,NA,NA,2,3,80200,1,1,4,1,1,1,2,3,0,3,0,0,1,16,0,1,1,1,1,1,1,1093,3,0,1,16,1,15,15,44636
7230,"H",5,1305,3,13,1000000,999480,100,3,1,1,NA,1,3,2,2,NA,130,2,2,50,1,650,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,170000,2,600,6,4,70250,4,NA,NA,1,1,70250,0,4,4,4,1,1,1,4,0,3,0,0,0,5,0,1,0,0,2,2,2,307,NA,0,1,7,0,9,9,42537
7242,"H",5,3800,3,13,1000000,999480,64,2,1,1,NA,1,3,2,2,NA,90,2,2,30,3,400,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,40000,2,900,2,4,19800,4,NA,NA,1,1,19800,0,4,4,4,1,1,1,7,0,2,0,0,0,14,0,1,0,0,2,2,1,228,NA,0,1,2,0,9,9,34768
7246,"H",5,700,3,13,1000000,999480,52,4,1,1,NA,1,4,2,2,NA,100,2,2,30,3,NA,NA,NA,NA,NA,NA,1,9,NA,NA,1,1,NA,1,1,4,1,NA,NA,1,400,9,7,47000,2,NA,NA,1,3,47000,0,2,2,2,1,1,1,1,3,4,0,0,3,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,13,13,33540
7259,"H",5,2700,3,13,1000000,999480,95,3,1,NA,NA,1,2,4,NA,NA,110,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,250,1,1,NA,1,1,3,1,NA,NA,2,40,5,5,23400,4,363,13,1,2,33000,0,4,4,4,1,1,1,4,0,2,0,1,0,NA,2,1,0,0,0,0,1,NA,NA,1,0,NA,2,11,11,29705
7268,"H",5,900,3,13,1000000,999480,45,3,1,2,1,1,4,2,2,NA,250,2,2,60,1,800,NA,NA,NA,NA,3,1,10,NA,NA,1,1,NA,1,1,2,1,NA,430000,3,900,8,2,198000,2,NA,NA,1,1,198000,0,2,2,2,1,1,1,3,1,3,0,0,1,5,0,1,0,1,0,0,2,785,NA,0,1,52,1,7,3,79926
7320,"H",5,3000,3,13,1000000,999480,23,2,1,1,NA,1,3,2,2,NA,100,2,2,3,3,1500,NA,1,1500,1,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,200000,2,50,10,5,90000,2,NA,NA,1,2,90000,0,2,2,2,1,1,1,3,1,2,0,0,1,21,0,1,0,1,0,0,1,1604,3,0,1,12,1,10,10,39494
7329,"H",5,100,3,13,1000000,999480,74,2,1,1,NA,1,3,2,2,NA,130,2,2,3,3,600,NA,2,500,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,100000,3,180,4,4,16200,4,NA,NA,1,1,16200,0,4,4,4,1,1,1,5,0,2,0,0,0,54,0,1,0,0,0,0,2,728,3,0,1,10,0,9,9,42544
7416,"H",5,3000,3,13,1000000,999480,94,1,1,1,NA,1,3,2,2,NA,80,2,2,3,3,500,NA,1,1000,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,160000,2,250,7,NA,NA,NA,NA,NA,1,4,89000,0,4,4,4,1,1,1,4,0,NA,0,0,0,15,0,1,0,0,0,0,1,1101,3,0,1,21,NA,NA,NA,24119
7472,"H",5,1105,3,13,1000000,999480,61,1,1,NA,NA,1,2,5,NA,NA,70,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,200,1,1,NA,1,1,3,1,NA,NA,0,1,2,NA,NA,NA,270,43,1,6,7600,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,1,1,2,NA,NA,1,0,NA,NA,NA,NA,34557
7481,"H",5,1504,3,13,1000000,999480,66,4,1,1,NA,1,4,2,2,NA,180,2,2,250,1,900,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,140000,2,420,5,1,112100,2,NA,NA,2,1,112100,0,2,2,2,1,1,1,4,2,4,0,0,2,7,0,1,0,1,0,0,1,648,NA,0,1,25,3,1,1,48949
7515,"H",5,1302,3,13,1000000,999480,69,2,1,1,NA,1,3,2,2,NA,60,2,2,80,3,750,NA,2,1200,1,1,1,7,NA,NA,1,1,280,1,1,1,1,NA,300000,2,800,6,1,90000,4,NA,NA,1,1,90000,0,4,4,4,1,1,1,3,0,2,0,0,0,23,0,1,0,0,0,0,1,1750,2,0,1,34,2,4,1,25245
7681,"H",5,1201,3,13,1000000,999480,91,2,1,1,NA,1,3,2,2,NA,120,2,2,250,1,650,NA,2,1200,2,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,300000,2,310,4,1,269100,4,NA,NA,1,1,269100,0,4,4,4,1,1,1,5,0,2,0,0,0,9,0,1,0,0,0,0,1,1990,3,0,1,52,2,1,1,54125
7716,"H",5,3000,3,13,1000000,999480,53,1,1,1,NA,1,2,2,2,NA,80,2,2,110,1,NA,NA,NA,NA,NA,NA,1,4,2,350,1,1,NA,1,1,3,1,NA,NA,1,360,4,NA,NA,NA,570,57,1,4,12000,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,31476
7732,"H",5,1202,3,13,1000000,999480,249,1,1,NA,NA,1,3,8,NA,NA,80,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,1500,1,1,NA,1,1,3,1,NA,NA,1,240,7,NA,NA,NA,1600,24,1,6,80000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,29196
7795,"H",5,1402,3,13,1000000,999480,63,1,1,2,1,1,3,2,2,NA,100,2,2,240,3,680,NA,1,1000,1,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,139000,1,360,8,NA,NA,NA,NA,NA,1,6,40000,0,4,4,4,1,1,1,4,0,NA,0,0,0,41,0,1,0,0,0,0,1,1370,3,0,1,63,NA,NA,NA,33168
8073,"H",5,1302,3,13,1000000,999480,84,1,1,1,NA,1,4,2,2,NA,160,2,2,120,1,NA,NA,NA,NA,NA,NA,1,9,NA,NA,1,1,NA,1,1,4,1,NA,NA,1,700,6,NA,NA,NA,NA,NA,1,6,42000,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,59570
8096,"H",5,1600,3,13,1000000,999480,111,2,1,2,1,1,2,2,2,NA,50,2,2,100,1,400,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,80000,2,180,3,4,19200,4,NA,NA,1,1,19200,0,4,4,4,1,1,1,7,0,2,0,0,0,16,0,1,0,0,2,2,1,259,NA,0,1,16,0,9,9,18452
8109,"H",5,3300,3,13,1000000,999480,38,2,1,2,1,1,3,2,2,NA,220,2,2,3,3,1400,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,100000,1,540,3,4,101700,4,NA,NA,1,1,101700,0,4,4,4,1,1,1,7,0,2,0,0,0,6,0,1,0,0,2,2,1,515,NA,0,1,28,0,9,9,81264
8139,"H",5,1103,3,13,1000000,999480,85,1,1,1,NA,1,3,3,2,100,120,2,2,3,3,730,NA,1,1400,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,200000,1,30,9,NA,NA,NA,NA,NA,1,6,100000,0,4,4,4,1,1,1,3,0,NA,0,0,0,19,0,1,0,0,0,0,1,1623,3,0,1,42,NA,NA,NA,39784
8217,"H",5,1305,3,13,1000000,999480,91,4,1,1,NA,1,4,2,2,NA,250,2,2,80,1,3000,NA,2,1100,1,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,220000,3,500,7,1,187000,2,NA,NA,1,1,187000,0,2,2,2,1,1,1,5,2,4,0,0,2,11,0,1,0,1,0,0,2,1722,3,0,1,37,2,2,1,104110
8449,"H",5,1800,3,13,1000000,999480,110,3,1,1,NA,1,3,1,2,NA,180,2,2,3,2,0,400,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,56000,2,2,5,3,61400,4,NA,NA,1,1,61400,0,4,4,4,1,1,1,4,0,3,0,0,0,5,0,1,0,0,2,2,1,246,NA,0,0,10,1,6,7,71034
8456,"H",5,1205,3,13,1000000,999480,157,4,1,1,NA,1,4,2,2,NA,190,2,2,130,1,600,NA,2,900,2,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,125000,3,390,7,1,135000,2,NA,NA,1,1,135000,0,2,2,2,1,1,1,5,1,4,0,0,1,13,0,1,0,1,0,0,2,1436,3,0,1,28,2,1,1,57683
8506,"H",5,1303,3,13,1000000,999480,268,2,1,NA,NA,1,2,7,NA,NA,40,2,2,40,1,NA,NA,NA,NA,NA,NA,1,5,2,840,1,1,NA,1,1,3,1,NA,NA,1,1,6,5,48000,2,920,23,1,2,48000,0,2,2,2,1,1,1,3,1,2,0,0,1,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,10,10,15944
8547,"H",5,3600,3,13,1000000,999480,126,1,1,2,1,1,2,1,2,NA,70,2,300,3,4,NA,NA,NA,NA,NA,NA,1,4,2,230,1,1,NA,1,1,3,1,NA,NA,0,220,6,NA,NA,NA,343,53,1,4,7800,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,1,1,2,NA,NA,1,0,NA,NA,NA,NA,27705
8656,"H",5,2500,3,13,1000000,999480,255,3,1,2,1,1,3,2,2,NA,100,2,2,3,3,800,NA,2,600,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,120000,2,2,4,1,99000,2,NA,NA,1,1,99000,0,2,2,2,1,1,1,5,1,3,0,0,1,10,0,1,0,1,0,0,2,850,3,0,1,22,2,2,2,30333
8662,"H",5,1305,3,13,1000000,999480,76,2,1,2,1,1,3,2,2,NA,280,2,2,140,3,2000,NA,1,1600,1,1,1,8,NA,NA,1,1,600,1,1,1,1,NA,650000,2,2,3,1,328500,4,NA,NA,1,1,328500,0,4,4,4,1,1,1,5,0,2,0,0,0,10,0,1,0,0,0,0,1,2620,2,0,1,37,2,4,1,88245
8672,"H",5,1304,3,13,1000000,999480,110,2,1,1,NA,1,7,2,2,NA,110,2,2100,120,1,230,NA,NA,NA,NA,3,1,11,NA,NA,1,1,NA,1,1,2,1,NA,300000,1,480,3,4,57300,4,NA,NA,1,1,57300,0,4,4,4,1,1,1,7,0,2,0,0,0,10,0,1,0,0,2,2,1,488,NA,0,1,7,0,9,9,36085
8831,"H",5,1102,3,13,1000000,999480,220,1,1,NA,NA,1,1,8,NA,NA,50,2,2,40,1,NA,NA,NA,NA,NA,NA,1,4,2,590,1,1,NA,1,1,3,1,NA,NA,1,1,6,NA,NA,NA,680,101,1,6,2200,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,12850
8901,"H",5,2100,3,13,1000000,999480,24,4,1,1,NA,1,3,2,2,NA,250,2,2,3,3,NA,NA,NA,NA,NA,NA,1,7,2,800,1,1,NA,1,2,3,1,NA,NA,2,2,3,2,85000,4,1050,14,3,1,87900,0,2,4,4,1,1,1,4,0,3,0,1,0,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,3,3,103257
8935,"H",5,1502,3,13,1000000,999480,70,3,1,1,NA,1,5,2,2,NA,250,2,2,320,1,3000,NA,NA,NA,NA,3,1,11,NA,NA,1,1,NA,1,1,2,1,NA,630000,2,600,11,1,212000,2,NA,NA,1,1,212000,0,2,2,2,1,1,1,1,1,3,0,0,1,8,0,1,0,1,0,0,1,1453,NA,0,1,65,2,1,1,98347
8960,"H",5,100,3,13,1000000,999480,86,5,1,1,NA,1,3,2,2,NA,190,2,2,3,3,700,NA,1,740,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,100000,2,240,7,1,68000,1,NA,NA,1,1,68000,0,1,1,1,1,1,1,3,3,5,0,0,3,17,0,1,0,1,0,0,1,950,3,0,1,22,2,1,1,67738
9029,"H",5,3300,3,13,1000000,999480,66,5,1,2,1,1,2,2,2,NA,110,1,2,3,6,NA,NA,NA,NA,NA,NA,1,5,2,80,1,1,NA,1,1,3,1,NA,NA,2,2,1,6,34300,3,190,7,1,2,34300,1,3,2,3,1,1,2,5,1,4,0,1,2,NA,2,1,1,1,0,0,2,NA,NA,1,0,NA,1,12,12,53152
9036,"H",5,4000,3,13,1000000,999480,226,1,1,1,NA,1,2,2,2,NA,100,2,2,20,1,NA,NA,NA,NA,NA,NA,1,5,2,210,1,1,NA,1,1,3,1,NA,NA,1,350,4,NA,NA,NA,359,NA,1,4,0,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,31220
9097,"H",5,200,3,13,1000000,999480,23,4,1,2,1,1,4,2,2,NA,180,2,2,3,3,0,NA,2,1400,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,300000,2,240,12,2,60000,1,NA,NA,1,1,60000,0,1,1,1,1,1,1,1,2,4,0,0,2,32,0,1,0,1,0,0,1,1600,3,0,1,30,1,8,3,48471
9118,"H",5,900,3,13,1000000,999480,79,4,1,2,1,1,3,2,2,NA,250,2,2,3,3,1200,NA,1,1600,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,250000,3,2,7,2,-8500,2,NA,NA,1,1,-8500,0,2,2,2,1,1,1,4,2,4,0,0,2,NA,0,1,0,1,0,0,1,1850,3,0,1,29,1,6,3,98726
9136,"H",5,1205,3,13,1000000,999480,207,3,1,NA,NA,1,2,6,NA,NA,30,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,600,1,1,NA,1,2,3,1,NA,NA,0,1,8,8,0,1,630,NA,1,3,0,0,1,1,1,1,1,1,1,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,8066
9265,"H",5,1204,3,13,1000000,999480,133,1,1,NA,NA,1,2,5,NA,NA,50,2,2,50,1,NA,NA,NA,NA,NA,NA,1,5,2,470,1,1,NA,1,1,3,1,NA,NA,0,1,4,NA,NA,NA,570,30,1,6,23000,0,4,4,4,1,1,1,5,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,19773
9283,"H",5,700,3,13,1000000,999480,162,5,1,1,NA,1,4,2,2,NA,230,2,2,3,3,700,NA,1,1800,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,270000,2,360,10,1,125000,3,NA,NA,1,1,125000,0,3,3,3,1,1,1,3,3,5,0,0,3,20,0,1,0,1,0,0,2,2060,3,0,1,30,2,1,1,74463
