"SERIALNO","RT","DIVISION","PUMA","REGION","ST","ADJHSG","ADJINC","WGTP","NP","TYPE","ACR","AGS","BATH","BDSP","BLD","BUS","CONP","ELEP","FS","FULP","GASP","HFL","INSP","MHP","MRGI","MRGP","MRGT","MRGX","REFR","RMSP","RNTM","RNTP","RWAT","SINK","SMP","STOV","TEL","TEN","TOIL","VACS","VALP","VEH","WATP","YBL","FES","FINCP","FPARC","GRNTP","GRPIP","HHL","HHT","HINCP","HUGCL","HUPAC","HUPAOC","HUPARC","KIT","LNGI","MULTG","MV","NOC","NPF","NPP","NR","NRC","OCPIP","PARTNER","PLM","PSF","R18","R60","R65","RESMODE","SMOCP","SMX","SRNT","SVAL","TAXP","WIF","WKEXREL","WORKSTAT","BTUEL"
227150,"H",5,2300,3,13,1000000,999480,68,3,1,NA,NA,1,1,5,NA,NA,130,1,2,3,3,NA,NA,NA,NA,NA,NA,1,3,2,560,1,1,NA,1,1,3,1,NA,NA,1,360,7,7,32000,2,720,27,1,3,32000,1,2,4,2,1,1,2,4,0,3,0,0,1,NA,0,1,1,1,0,0,1,NA,NA,1,0,NA,1,13,13,47324
227410,"H",5,300,3,13,1000000,999480,20,6,1,1,NA,1,3,2,2,NA,260,2,2,3,3,470,NA,2,320,2,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,94000,3,40,5,2,64100,1,NA,NA,1,1,64100,1,1,4,1,1,1,2,6,0,6,0,0,1,12,0,1,1,1,2,2,1,622,3,0,1,1,3,8,3,109454
228331,"H",5,3300,3,13,1000000,999480,72,2,1,3,1,1,3,2,2,NA,330,2,2,3,6,1000,NA,1,1300,1,1,1,9,NA,NA,1,1,150,1,1,1,1,NA,200000,3,2,6,1,104600,4,NA,NA,1,1,104600,0,4,4,4,1,1,1,6,0,2,0,0,0,20,0,1,0,0,0,0,1,1780,1,0,0,13,2,1,1,86515
228768,"H",5,1503,3,13,1000000,999480,190,3,1,1,NA,1,4,2,2,NA,230,2,2,130,1,NA,NA,NA,NA,NA,NA,1,8,2,1900,1,1,NA,1,1,3,1,NA,NA,4,720,9,7,55780,2,2320,31,1,3,90780,0,2,2,2,1,1,1,1,1,2,0,1,1,NA,3,1,0,1,0,0,2,NA,NA,1,0,NA,2,13,13,90875
230118,"H",5,1106,3,13,1000000,999480,147,3,1,1,NA,1,3,2,2,NA,270,2,2,80,1,460,NA,1,490,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,60000,2,600,3,3,51500,4,NA,NA,1,1,51500,0,4,4,4,1,1,1,7,0,3,0,0,0,21,0,1,0,0,2,1,2,890,3,0,1,10,1,8,7,94048
230810,"H",5,1102,3,13,1000000,999480,59,6,1,2,1,1,7,2,2,NA,450,2,2,60,1,5400,NA,2,1500,2,1,1,17,NA,NA,1,1,1000,1,1,1,1,NA,1300000,4,850,8,2,13500,2,NA,NA,1,1,13500,0,2,2,2,1,1,1,4,3,6,0,0,3,101,0,1,0,1,0,0,1,5281,2,0,1,68,2,6,6,184852
230924,"H",5,1201,3,13,1000000,999480,66,1,1,1,NA,1,4,2,2,NA,210,2,2,3,1,900,NA,2,1100,2,1,1,8,NA,NA,1,1,450,1,1,1,1,NA,300000,1,360,4,NA,NA,NA,NA,NA,1,6,30000,0,4,4,4,1,1,1,4,0,NA,0,0,0,85,0,1,0,0,1,0,1,2115,1,0,1,42,NA,NA,NA,67298
231175,"H",5,3000,3,13,1000000,999480,60,3,1,NA,NA,1,2,6,NA,NA,110,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,640,1,1,NA,1,1,3,1,NA,NA,1,400,5,7,39000,3,783,24,1,3,39000,0,3,3,3,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,40599
233092,"H",5,2000,3,13,1000000,999480,136,1,1,NA,NA,1,2,5,NA,140,60,2,2,3,3,360,NA,1,1000,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,170000,1,280,6,NA,NA,NA,NA,NA,1,6,0,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,1,0,2,1223,3,0,0,24,NA,NA,NA,24757
234294,"H",5,500,3,13,1000000,999480,61,2,1,2,1,1,3,2,2,NA,110,2,2,100,1,510,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,100000,1,2,3,4,13900,4,NA,NA,1,1,13900,0,4,4,4,1,1,1,7,0,2,0,0,0,22,0,1,0,0,2,2,1,260,NA,0,1,3,0,9,9,37024
234332,"H",5,1105,3,13,1000000,999480,184,2,1,1,NA,1,2,3,2,NA,140,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,880,1,1,NA,1,1,3,1,NA,NA,1,420,11,7,45000,2,1055,28,1,3,45000,0,2,2,2,1,1,1,2,1,2,0,0,1,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,39992
234352,"H",5,2000,3,13,1000000,999480,60,4,1,1,NA,1,3,3,2,NA,100,2,2,70,1,700,NA,1,1200,1,1,1,6,NA,NA,1,1,NA,1,1,1,1,NA,130000,2,360,11,8,24200,2,NA,NA,1,3,42200,1,2,2,2,1,1,2,3,1,3,0,1,1,40,4,1,0,1,0,0,2,1400,3,0,1,24,1,14,15,28241
235091,"H",5,1103,3,13,1000000,999480,108,2,1,1,NA,1,3,2,2,NA,110,2,2,40,1,540,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,350000,2,670,3,4,144300,4,NA,NA,1,1,144300,0,4,4,4,1,1,1,7,0,2,0,0,0,4,0,1,0,0,2,2,1,493,NA,0,1,41,1,6,9,41449
235502,"H",5,3300,3,13,1000000,999480,21,1,1,2,1,1,3,3,2,NA,180,2,2,3,3,0,NA,1,850,1,1,1,5,NA,NA,1,1,250,1,1,1,1,NA,190000,2,400,1,NA,NA,NA,NA,NA,2,6,24000,0,4,4,4,1,1,1,7,0,NA,0,0,0,66,0,1,0,0,1,1,1,1313,2,0,1,24,NA,NA,NA,60877
236835,"H",5,1102,3,13,1000000,999480,65,2,1,2,3,1,3,3,2,140,140,2,2,100,1,320,NA,1,900,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,131000,2,1,6,1,93000,4,NA,NA,1,1,93000,0,4,4,4,1,1,1,1,0,2,0,0,0,17,0,1,0,0,0,0,1,1280,3,0,1,10,2,1,1,51879
237090,"H",5,300,3,13,1000000,999480,122,1,1,1,NA,1,2,1,2,NA,110,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,400,1,1,NA,1,1,3,1,NA,NA,1,2,7,NA,NA,NA,510,26,1,4,24000,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,28572
237325,"H",5,1700,3,13,1000000,999480,69,3,1,NA,NA,1,3,6,NA,NA,100,2,2,3,3,NA,NA,NA,NA,NA,NA,1,7,2,990,1,1,NA,1,1,3,1,NA,NA,1,1,7,7,20500,2,1090,64,1,3,20500,0,2,2,2,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,14,13,43107
237330,"H",5,1900,3,13,1000000,999480,66,2,1,1,NA,1,3,3,2,NA,70,2,2,110,1,130,NA,1,100,2,1,1,4,NA,NA,1,1,NA,1,1,1,1,NA,160000,2,600,8,1,65000,4,NA,NA,1,1,65000,0,4,4,4,1,1,1,4,0,2,0,0,0,9,0,1,0,0,0,0,1,497,3,0,1,32,2,2,4,22516
237666,"H",5,2200,3,13,1000000,999480,55,2,1,1,NA,1,2,1,2,NA,140,2,2,3,6,240,0,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,30000,3,2,6,1,46000,4,NA,NA,1,1,46000,0,4,4,4,1,1,1,5,0,2,0,0,0,5,0,1,0,0,0,0,1,177,NA,0,0,6,2,1,1,60744
238103,"H",5,500,3,13,1000000,999480,83,1,1,3,6,1,4,2,2,NA,470,2,2,3,3,1000,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,2405000,1,10,4,NA,NA,NA,NA,NA,1,4,115000,0,4,4,4,1,1,1,7,0,NA,0,0,0,8,0,1,0,0,0,0,1,759,NA,0,0,36,NA,NA,NA,126131
238408,"H",5,1800,3,13,1000000,999480,42,3,1,NA,NA,1,2,7,NA,NA,110,1,2,120,1,NA,NA,NA,NA,NA,NA,1,5,2,100,1,1,NA,1,1,3,1,NA,NA,2,1,7,8,12200,3,330,32,2,3,12200,1,3,4,3,1,1,1,5,0,3,1,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,36382
239026,"H",5,3600,3,13,1000000,999480,255,5,1,NA,NA,1,2,5,NA,NA,170,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,600,1,1,NA,1,1,3,1,NA,NA,1,360,6,1,52000,3,800,18,1,1,52000,0,3,3,3,1,1,1,1,3,5,0,0,3,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,2,5,5,45721
239111,"H",5,3900,3,13,1000000,999480,60,3,1,NA,NA,1,2,8,NA,NA,110,1,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,730,1,1,NA,1,1,3,1,NA,NA,1,1,9,7,0,1,840,101,1,3,7400,0,1,1,1,1,1,1,1,1,2,0,1,1,NA,4,1,0,1,0,0,1,NA,NA,1,0,NA,0,15,14,30234
239722,"H",5,3100,3,13,1000000,999480,106,1,1,NA,NA,1,0,5,NA,NA,40,2,2,3,3,NA,NA,NA,NA,NA,NA,1,1,2,120,1,1,NA,1,2,3,1,NA,NA,1,2,4,NA,NA,NA,160,101,1,4,740,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,1,0,2,NA,NA,1,0,NA,NA,NA,NA,11799
241506,"H",5,3900,3,13,1000000,999480,84,2,1,1,NA,1,3,2,2,NA,40,2,2,10,1,800,NA,1,680,1,1,1,11,NA,NA,1,1,NA,1,1,1,1,NA,175000,3,300,1,NA,NA,NA,NA,NA,1,5,53000,0,4,4,4,1,1,1,2,0,NA,0,1,0,17,1,1,0,0,1,0,1,755,3,0,1,21,NA,NA,NA,24014
241530,"H",5,4200,3,13,1000000,999480,56,1,1,1,NA,1,2,3,2,NA,90,2,2,3,3,500,NA,1,650,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,150000,1,1200,7,NA,NA,NA,NA,NA,1,6,34000,0,4,4,4,1,1,1,4,0,NA,0,0,0,30,0,1,0,0,0,0,1,840,3,0,1,32,NA,NA,NA,42786
243602,"H",5,3900,3,13,1000000,999480,109,3,1,2,1,1,2,1,2,NA,130,2,2,150,2,NA,NA,NA,NA,NA,NA,1,4,2,200,1,1,NA,1,1,3,1,NA,NA,1,2,4,1,42100,4,480,14,1,1,42100,0,4,4,4,1,1,1,3,0,3,0,0,0,NA,0,1,0,0,1,1,2,NA,NA,1,0,NA,2,1,1,39562
246174,"H",5,4200,3,13,1000000,999480,68,2,1,NA,NA,1,2,5,NA,NA,140,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,330,1,1,NA,1,1,3,1,NA,NA,1,480,1,5,46200,4,510,13,1,2,46200,0,4,4,4,1,1,1,4,0,2,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,2,11,11,50545
246690,"H",5,1304,3,13,1000000,999480,267,3,1,NA,NA,1,3,7,NA,NA,70,2,2,3,3,NA,NA,NA,NA,NA,NA,1,5,2,960,1,1,NA,1,1,3,1,NA,NA,1,260,11,7,20000,2,1052,63,1,3,20000,0,2,2,2,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,13,13,23529
248124,"H",5,1201,3,13,1000000,999480,104,1,1,NA,NA,1,3,5,NA,NA,110,2,2,3,3,650,NA,2,1600,1,1,1,6,NA,NA,1,1,400,1,1,1,1,NA,225000,1,380,5,NA,NA,NA,NA,NA,1,6,125000,0,4,4,4,1,1,1,4,0,NA,0,0,0,21,0,1,0,0,0,0,1,2196,1,0,0,27,NA,NA,NA,34260
251372,"H",5,3900,3,13,1000000,999480,73,1,1,1,NA,1,3,2,2,NA,360,2,2,3,3,590,NA,NA,NA,NA,3,1,7,NA,NA,1,1,NA,1,1,2,1,NA,110000,1,40,3,NA,NA,NA,NA,NA,1,6,19500,0,4,4,4,1,1,1,7,0,NA,0,0,0,29,0,1,0,0,1,1,1,470,NA,0,1,16,NA,NA,NA,123235
252231,"H",5,600,3,13,1000000,999480,286,2,1,1,NA,1,2,1,2,NA,210,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,800,1,1,NA,1,1,3,1,NA,NA,1,2100,7,5,50000,2,1185,28,1,2,50000,0,2,2,2,1,1,1,5,1,2,0,0,1,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,10,10,68196
252243,"H",5,1502,3,13,1000000,999480,38,2,1,1,NA,1,3,3,1,NA,170,2,2,40,3,NA,NA,NA,NA,NA,NA,1,6,2,1000,1,1,NA,1,1,3,1,NA,NA,2,1,11,1,88000,4,1210,17,1,1,88000,0,4,4,4,1,1,1,1,0,2,0,0,0,NA,0,1,0,0,2,1,1,NA,NA,1,0,NA,2,2,1,56308
252275,"H",5,1202,3,13,1000000,999480,47,2,1,1,NA,1,3,3,2,160,150,2,2,20,1,610,NA,2,1700,1,1,1,4,NA,NA,1,1,650,1,1,1,1,NA,284000,0,240,11,NA,NA,NA,NA,NA,1,7,315000,0,4,4,4,1,1,1,3,0,NA,0,1,0,10,4,1,0,0,0,0,1,2751,1,0,1,62,NA,NA,NA,50634
253452,"H",5,1104,3,13,1000000,999480,116,3,1,NA,NA,1,3,7,NA,NA,290,2,2,300,1,NA,NA,NA,NA,NA,NA,1,5,2,350,1,1,NA,1,1,3,1,NA,NA,0,1,4,4,7300,4,940,101,1,1,7300,0,4,4,4,1,1,1,4,0,3,0,0,0,NA,0,1,0,0,1,0,2,NA,NA,1,0,NA,0,9,9,82908
254494,"H",5,1104,3,13,1000000,999480,114,1,1,1,NA,1,2,3,2,280,90,2,2,3,3,0,NA,2,1600,1,1,1,5,NA,NA,1,1,300,1,1,1,1,NA,240000,1,1,8,NA,NA,NA,NA,NA,1,4,53000,0,4,4,4,1,1,1,4,0,NA,0,0,0,51,0,1,0,0,0,0,1,2270,2,0,1,62,NA,NA,NA,20834
260144,"H",5,3100,3,13,1000000,999480,110,2,1,2,1,1,2,2,2,190,210,2,2,180,3,510,NA,2,190,2,1,1,9,NA,NA,1,1,190,1,1,1,1,NA,100000,2,1,5,5,30600,4,NA,NA,1,2,30600,0,4,4,4,1,1,1,7,0,2,0,0,0,43,0,1,0,0,1,0,1,1086,1,0,1,21,1,10,10,70096
260366,"H",5,3300,3,13,1000000,999480,45,2,1,1,NA,1,2,3,2,NA,170,2,2,4,1,0,NA,1,300,1,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,50000,3,320,4,2,35000,4,NA,NA,1,1,35000,0,4,4,4,1,1,1,5,0,2,0,0,0,17,0,1,0,0,0,0,1,501,3,0,1,1,1,3,3,48566
260465,"H",5,1900,3,13,1000000,999480,69,5,1,1,NA,1,4,2,2,NA,320,2,2,50,1,700,NA,2,2600,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,200000,2,1200,10,2,65000,3,NA,NA,1,1,65000,0,3,3,3,1,1,1,3,3,5,0,0,3,58,0,1,0,1,0,0,2,3128,3,0,1,27,2,4,3,107034
260836,"H",5,2000,3,13,1000000,999480,100,2,1,1,NA,1,2,2,2,NA,260,2,2,3,3,900,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,300000,2,360,6,4,75000,4,NA,NA,1,1,75000,0,4,4,4,1,1,1,5,0,2,0,0,0,7,0,1,0,0,2,2,1,465,NA,0,1,24,0,9,9,79414
262364,"H",5,1700,3,13,1000000,999480,74,6,1,2,1,1,5,2,2,NA,210,2,2,30,1,410,NA,1,1800,1,1,1,8,NA,NA,1,1,NA,1,1,1,1,NA,370000,3,250,8,1,89600,2,NA,NA,3,1,89600,1,2,2,2,1,1,2,3,2,6,0,0,2,28,0,1,1,1,2,2,1,2061,3,0,1,52,2,4,4,71986
264741,"H",5,2200,3,13,1000000,999480,124,3,1,2,1,1,4,1,2,NA,180,1,2,2,3,0,490,2,690,2,1,1,7,NA,NA,1,1,NA,1,1,1,1,NA,100000,1,350,7,5,2500,2,NA,NA,1,2,12400,0,2,2,2,1,1,1,4,1,2,0,1,1,91,2,1,0,1,0,0,1,940,3,0,0,1,1,11,10,64166
265737,"H",5,900,3,13,1000000,999480,22,1,1,1,NA,1,2,1,2,NA,80,1,2,20,1,NA,NA,NA,NA,NA,NA,1,3,2,430,1,1,NA,1,1,3,1,NA,NA,0,1,5,NA,NA,NA,530,54,1,4,11850,0,4,4,4,1,1,1,3,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,24160
266139,"H",5,2000,3,13,1000000,999480,312,5,1,NA,NA,1,3,6,NA,NA,180,1,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,180,1,1,NA,1,1,3,1,NA,NA,0,2,2,1,20000,2,360,22,1,1,20000,0,2,2,2,1,1,1,1,3,5,0,0,3,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,1,7,2,52272
268706,"H",5,2800,3,13,1000000,999480,64,2,1,1,NA,1,2,3,2,NA,160,2,2,3,3,500,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,100000,1,600,6,4,44790,4,NA,NA,1,1,44790,0,4,4,4,1,1,1,6,0,2,0,0,0,8,0,1,0,0,2,2,1,294,NA,0,1,12,0,9,9,63091
270752,"H",5,3400,3,13,1000000,999480,155,3,1,NA,NA,1,2,6,NA,NA,170,1,2,100,3,NA,NA,NA,NA,NA,NA,1,4,2,40,1,1,NA,1,1,3,1,NA,NA,1,1,4,8,0,3,310,NA,1,3,0,0,1,1,1,1,1,1,3,2,3,0,0,2,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,49556
271128,"H",5,300,3,13,1000000,999480,53,1,1,NA,NA,1,2,4,NA,NA,130,2,2,3,3,NA,NA,NA,NA,NA,NA,1,6,2,600,1,1,NA,1,1,3,1,NA,NA,1,220,7,NA,NA,NA,748,28,1,6,32500,0,4,4,4,1,1,1,1,0,NA,0,0,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,51705
271437,"H",5,3200,3,13,1000000,999480,218,1,1,NA,NA,1,2,5,NA,NA,110,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,160,1,1,NA,1,1,3,1,NA,NA,1,1,5,NA,NA,NA,270,36,1,4,9000,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,35222
271519,"H",5,2000,3,13,1000000,999480,50,2,1,2,1,1,4,2,2,NA,320,2,2,3,3,1000,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,475000,3,2,5,1,147000,4,NA,NA,1,1,147000,0,4,4,4,1,1,1,7,0,2,0,0,0,5,0,1,0,0,2,0,1,653,NA,0,1,42,2,1,1,102217
272610,"H",5,1107,3,13,1000000,999480,177,3,1,1,NA,1,3,3,2,NA,80,2,2,3,3,500,NA,NA,NA,NA,3,1,5,NA,NA,1,1,NA,1,1,2,1,NA,120000,2,720,8,5,65000,4,NA,NA,1,2,90000,0,4,4,4,1,1,1,3,0,2,0,1,0,3,0,1,0,0,0,0,2,240,NA,0,1,16,2,10,10,27798
275185,"H",5,1900,3,13,1000000,999480,132,4,1,1,NA,1,2,1,2,NA,270,2,2,40,1,900,350,1,580,1,1,1,5,NA,NA,1,1,NA,1,1,1,1,NA,80000,1,320,5,1,42000,2,NA,NA,2,1,42000,0,2,2,2,1,1,1,4,1,4,0,0,1,27,0,1,0,1,0,0,1,946,3,0,0,17,2,5,1,82134
276512,"H",5,3300,3,13,1000000,999480,225,1,1,NA,NA,2,1,6,NA,NA,60,2,2,1,3,NA,NA,NA,NA,NA,NA,2,2,2,360,2,2,NA,2,2,3,2,NA,NA,0,1,5,NA,NA,NA,420,101,1,6,3700,0,4,4,4,2,1,1,1,0,NA,0,0,0,NA,0,2,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,21001
276579,"H",5,1305,3,13,1000000,999480,183,2,1,1,NA,1,4,2,2,NA,260,2,2,50,1,350,NA,2,2400,1,1,1,9,NA,NA,1,1,350,1,1,1,1,NA,320000,2,580,8,1,296000,4,NA,NA,1,1,296000,0,4,4,4,1,1,1,4,0,2,0,0,0,13,0,1,0,0,0,0,2,3137,1,0,1,42,2,1,1,83335
278061,"H",5,4000,3,13,1000000,999480,44,2,1,2,1,1,4,2,2,NA,240,2,2,3,3,1900,NA,1,1900,1,1,1,14,NA,NA,1,1,NA,1,1,1,1,NA,280000,3,480,8,4,116000,4,NA,NA,1,1,116000,0,4,4,4,1,1,1,4,0,2,0,0,0,23,0,1,0,0,1,1,1,2180,3,0,1,41,1,8,9,63893
280297,"H",5,500,3,13,1000000,999480,82,2,1,1,NA,1,3,2,2,NA,210,2,2,3,3,650,NA,NA,NA,NA,3,1,8,NA,NA,1,1,NA,1,1,2,1,NA,300000,2,1100,3,4,299000,4,NA,NA,1,1,299000,0,4,4,4,1,1,1,7,0,2,0,0,0,3,0,1,0,0,2,2,1,633,NA,0,1,45,0,9,9,67281
281094,"H",5,1301,3,13,1000000,999480,60,3,1,1,NA,1,3,1,2,NA,160,1,2,60,1,NA,NA,NA,NA,NA,NA,1,4,2,600,1,1,NA,1,1,3,1,NA,NA,0,900,2,7,10400,3,895,101,1,3,10400,0,3,3,3,1,1,1,1,2,3,0,0,2,NA,0,1,0,1,0,0,1,NA,NA,1,0,NA,1,14,14,46393
281114,"H",5,1201,3,13,1000000,999480,74,2,1,NA,NA,1,2,8,NA,NA,110,2,1,40,3,NA,NA,NA,NA,NA,NA,1,5,2,1100,1,1,NA,1,1,3,1,NA,NA,1,1,7,NA,NA,NA,1250,25,1,5,61200,0,4,4,4,1,1,1,2,0,NA,0,1,0,NA,2,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,31520
282866,"H",5,3200,3,13,1000000,999480,204,4,1,NA,NA,1,3,7,NA,NA,110,1,2,50,3,NA,NA,NA,NA,NA,NA,1,5,2,450,1,1,NA,1,1,3,1,NA,NA,1,1,5,8,0,3,610,NA,1,3,0,0,3,3,3,1,1,1,2,3,4,0,0,3,NA,0,1,0,1,0,0,2,NA,NA,1,0,NA,0,15,15,44899
283896,"H",5,1303,3,13,1000000,999480,60,1,1,1,NA,1,2,3,2,160,110,2,2,30,3,60,NA,2,1100,2,1,1,5,NA,NA,1,1,360,1,1,1,1,NA,208000,1,1,8,NA,NA,NA,NA,NA,1,6,45000,0,4,4,4,1,1,1,4,0,NA,0,0,0,52,0,1,0,0,0,0,1,1965,1,0,1,36,NA,NA,NA,34731
285029,"H",5,1206,3,13,1000000,999480,202,4,1,NA,NA,2,2,7,NA,NA,100,2,2,40,3,NA,NA,NA,NA,NA,NA,2,6,2,660,2,2,NA,2,1,3,2,NA,NA,1,410,6,7,25000,3,834,40,1,3,25000,0,3,3,3,2,1,1,4,3,4,0,0,3,NA,0,2,0,1,0,0,2,NA,NA,1,0,NA,1,14,13,40064
286485,"H",5,1303,3,13,1000000,999480,66,1,1,NA,NA,1,2,8,NA,230,70,2,2,1,1,0,NA,2,1200,1,1,1,5,NA,NA,1,1,200,1,1,1,1,NA,242000,1,1,10,NA,NA,NA,NA,NA,1,4,18000,0,4,4,4,1,1,1,3,0,NA,0,0,0,101,0,1,0,0,0,0,1,1700,2,0,0,42,NA,NA,NA,22809
286690,"H",5,1204,3,13,1000000,999480,55,2,1,1,NA,1,3,3,1,100,150,2,2,150,3,40,NA,NA,NA,NA,3,1,4,NA,NA,1,1,NA,1,1,2,1,NA,95000,0,40,12,NA,NA,NA,NA,NA,1,7,90000,0,4,4,4,1,1,1,1,0,NA,0,1,0,6,0,1,0,0,0,0,1,456,NA,0,0,14,NA,NA,NA,48003
288412,"H",5,3300,3,13,1000000,999480,284,2,1,3,1,1,2,1,2,NA,140,2,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,350,1,1,NA,1,1,3,1,NA,NA,1,2,7,NA,NA,NA,490,11,1,5,56000,0,4,4,4,1,1,1,3,0,NA,0,1,0,NA,2,1,0,0,0,0,2,NA,NA,1,0,NA,NA,NA,NA,43687
288697,"H",5,1103,3,13,1000000,999480,141,1,1,NA,NA,1,2,6,NA,260,70,2,2,3,3,0,NA,2,720,2,1,1,5,NA,NA,1,1,280,1,1,1,1,NA,162000,1,1,5,NA,NA,NA,NA,NA,1,6,70000,0,4,4,4,1,1,1,4,0,NA,0,0,0,26,0,1,0,0,0,0,1,1502,1,0,0,32,NA,NA,NA,25286
290388,"H",5,2800,3,13,1000000,999480,75,4,1,1,NA,1,5,2,2,NA,310,2,2,10,3,810,NA,1,1500,1,1,1,9,NA,NA,1,1,40,1,1,1,1,NA,270000,2,380,8,2,139000,3,NA,NA,1,1,139000,0,3,3,3,1,1,1,4,2,4,0,0,2,16,0,1,0,1,0,0,1,1892,2,0,1,31,1,3,3,103384
290581,"H",5,4200,3,13,1000000,999480,82,2,1,1,NA,1,4,2,2,NA,210,2,2,3,3,900,NA,1,1900,1,1,1,8,NA,NA,1,1,500,1,1,1,1,NA,370000,2,500,10,2,141700,4,NA,NA,1,1,141700,0,4,4,4,1,1,1,3,0,2,0,0,0,22,0,1,0,0,0,0,1,2652,2,0,1,52,2,2,3,48682
294035,"H",5,1505,3,13,1000000,999480,117,4,1,1,NA,1,7,2,2,NA,340,2,2,90,1,2900,NA,1,1200,1,1,1,10,NA,NA,1,1,NA,1,1,1,1,NA,330000,6,620,6,2,50500,2,NA,NA,1,1,50500,0,2,2,2,1,1,1,6,2,4,0,0,2,40,0,1,0,1,0,0,2,1682,3,0,1,38,2,8,3,137101
295275,"H",5,3400,3,13,1000000,999480,58,2,1,NA,NA,1,2,6,NA,NA,70,2,2,40,1,NA,NA,NA,NA,NA,NA,1,5,2,760,1,1,NA,1,1,3,1,NA,NA,3,180,5,NA,NA,NA,885,18,1,7,60000,0,4,4,4,1,1,1,3,0,NA,0,1,0,NA,0,1,0,0,0,0,1,NA,NA,1,0,NA,NA,NA,NA,22615
296493,"H",5,1504,3,13,1000000,999480,77,4,1,1,NA,1,5,2,2,NA,500,2,1200,60,1,0,NA,2,2300,1,1,1,11,NA,NA,1,1,140,1,1,1,1,NA,438000,3,720,6,2,199100,4,NA,NA,1,1,199100,0,4,4,4,1,1,2,3,0,4,0,0,0,19,0,1,0,0,1,1,1,3160,2,0,1,37,3,4,3,154161
298203,"H",5,4200,3,13,1000000,999480,13,5,1,1,NA,1,4,2,2,NA,320,2,2,3,3,800,NA,1,1000,1,1,1,9,NA,NA,1,1,NA,1,1,1,1,NA,125000,3,880,1,1,50700,2,NA,NA,1,1,50700,0,2,2,2,1,1,1,5,3,5,0,0,3,33,0,1,0,1,0,0,1,1393,3,0,1,42,2,1,1,103315
298611,"H",5,3800,3,13,1000000,999480,70,1,1,NA,NA,1,1,5,NA,NA,140,1,2,3,3,NA,NA,NA,NA,NA,NA,1,4,2,80,1,1,NA,1,1,3,1,NA,NA,1,460,7,NA,NA,NA,258,42,1,6,7300,0,4,4,4,1,1,1,4,0,NA,0,0,0,NA,0,1,0,0,1,1,1,NA,NA,1,0,NA,NA,NA,NA,51504
